ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterococcus_faecalis_32_5_dfrE	495	23	dfrE	97.56	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100	Enterococcus faecalis
Enterococcus_faecalis_68_9_vanY_gene_in_vanB_cluster	711	45	vanY gene in vanB cluster	51.5	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	88.06	Enterococcus faecalis
Enterococcus_faecalis_101_3_vanT_gene_in_vanG_cluster	1116	87	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Escherichia_flexneri_1_209_mdtM	1233	510	mdtM	98.05	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_1_362_EC13	1134	390	EC-13	99.73	cephalosporin	antibiotic inactivation	EC beta-lactamase	100	Escherichia flexneri
Escherichia_flexneri_1_416_eptA	1644	1097	eptA	99.63	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100	Escherichia flexneri
Escherichia_flexneri_1_449_mdtN	1032	427	mdtN	99.42	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_1_450_mdtO	2052	668	mdtO	99.12	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_1_451_mdtP	1467	668	mdtP	98.16	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_2_209_Escherichia_coli_emrE	333	111	Escherichia coli emrE	98.18	macrolide antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_3_245_TolC	1482	1821	TolC	99.8	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	99.6	Escherichia flexneri
Escherichia_flexneri_3_265_bacA	822	766	bacA	100	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100	Escherichia flexneri
Escherichia_flexneri_4_2_mdtA	1368	745	mdtA	99.52	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	109.64	Escherichia flexneri
Escherichia_flexneri_4_3_mdtB	3123	4253	mdtB	99.52	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_4_4_mdtC	3078	3964	mdtC	99.71	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_4_6_baeS	1404	819	baeS	100	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_4_7_baeR	723	966	baeR	100	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_4_133_YojI	1644	1787	YojI	99.82	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_4_172_PmrF	969	1077	PmrF	99.69	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100	Escherichia flexneri
Escherichia_flexneri_4_276_emrY	1539	368	emrY	99.8	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_4_277_emrK	1164	296	emrK	100	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	110.26	Escherichia flexneri
Escherichia_flexneri_4_278_evgA	615	153	evgA	100	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_4_279_evgS	3594	806	evgS	98.16	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_5_155_vanG	1095	816	vanG	39.5	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.3	Escherichia flexneri
Escherichia_flexneri_5_237_acrB	3150	7271	acrB	100	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_5_238_Escherichia_coli_acrA	1194	1011	Escherichia coli acrA	100	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_7_41_marA	384	86	marA	100	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100	Escherichia flexneri
Escherichia_flexneri_7_74_Klebsiella_pneumoniae_KpnF	330	86	Klebsiella pneumoniae KpnF	84.4	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_7_75_Klebsiella_pneumoniae_KpnE	366	124	Klebsiella pneumoniae KpnE	82.2	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.83	Escherichia flexneri
Escherichia_flexneri_8_124_acrD	3114	4340	acrD	100	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_9_69_Escherichia_coli_mdfA	1233	1115	Escherichia coli mdfA	97.07	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_10_28_mdtH	1209	734	mdtH	100	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_10_40_mdtG	1227	763	mdtG	99.75	phosphonic acid antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_10_165_msbA	1749	765	msbA	100	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_11_153_mdtE	1158	372	mdtE	99.48	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_11_154_mdtF	3114	1568	mdtF	99.9	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_11_156_gadW	729	228	gadW	94.21	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_11_157_gadX	825	260	gadX	98.54	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_13_44_HNS	414	549	H-NS	100	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_16_7_AcrF	3105	1910	AcrF	99.71	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_16_8_AcrE	1158	397	AcrE	99.74	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_16_9_AcrS	663	214	AcrS	99.09	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_22_2_cpxA	1374	2517	cpxA	99.12	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_23_5_emrB	1539	2583	emrB	100	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_23_6_emrA	1173	784	emrA	99.74	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_23_7_emrR	531	426	emrR	100	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_31_6_kdpE	678	345	kdpE	99.11	aminoglycoside antibiotic	antibiotic efflux	kdpDE	100	Escherichia flexneri
Escherichia_flexneri_33_17_CRP	633	1445	CRP	99.52	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_1_60_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	3546	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	53.11	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Escherichia flexneri
Escherichia_flexneri_4_161_Escherichia_coli_GlpT_with_mutation_conferring_resistance_to_fosfomycin	1359	1640	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	99.78	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant GlpT	100	Escherichia flexneri
Escherichia_flexneri_1_469_Escherichia_coli_soxR_with_mutation_conferring_antibiotic_resistance	465	188	Escherichia coli soxR with mutation conferring antibiotic resistance	100	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_1_470_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	324	111	Escherichia coli soxS with mutation conferring antibiotic resistance	100	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100	Escherichia flexneri
Escherichia_flexneri_5_239_Escherichia_coli_AcrABTolC_with_AcrR_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime	648	301	"Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime"	100	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Escherichia_flexneri_7_40_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	143	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	98.61	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia flexneri
Finegoldia_1_3_vanY_gene_in_vanM_cluster	1362	103	vanY gene in vanM cluster	41.26	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	194.42	Finegoldia
Finegoldia_1_59_vanT_gene_in_vanG_cluster	1176	83	vanT gene in vanG cluster	36.56	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	54.92	Finegoldia
Finegoldia_11_62_23S_rRNA_adenine2058N6methyltransferase_ErmA	732	58	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	100	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100	Finegoldia
Klebsiella_pneumoniae_1_216_baeR	723	1683	baeR	91.67	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_219_mdtC	3078	6903	mdtC	91.61	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_220_mdtB	3123	7806	mdtB	90.1	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_2_381_acrB	3147	7766	acrB	91.52	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.9	Klebsiella pneumoniae
Klebsiella_pneumoniae_2_502_vanG	1098	2649	vanG	38.66	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Klebsiella pneumoniae
Klebsiella_pneumoniae_3_260_marA	375	856	marA	92.74	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	97.64	Klebsiella pneumoniae
Klebsiella_pneumoniae_3_280_SHV1	861	1729	SHV-1	100	carbapenem; cephalosporin; penam	antibiotic inactivation	SHV beta-lactamase	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_3_322_Klebsiella_pneumoniae_KpnF	330	785	Klebsiella pneumoniae KpnF	100	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_3_323_Klebsiella_pneumoniae_KpnE	363	686	Klebsiella pneumoniae KpnE	99.17	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_3_434_Klebsiella_pneumoniae_OmpK37	1155	3683	Klebsiella pneumoniae OmpK37	94.53	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to beta-lactams	102.67	Klebsiella pneumoniae
Klebsiella_pneumoniae_4_20_CRP	633	1549	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_4_117_ArnT	1656	4444	ArnT	99.27	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_4_120_PmrF	984	2825	PmrF	83.69	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Klebsiella pneumoniae
Klebsiella_pneumoniae_4_176_eptB	1674	4342	eptB	99.46	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	97.04	Klebsiella pneumoniae
Klebsiella_pneumoniae_5_165_LptD	2349	5439	LptD	100	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_5_308_FosA6	420	1119	FosA6	98.56	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_6_2_adeF	3111	6666	adeF	41.66	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.83	Klebsiella pneumoniae
Klebsiella_pneumoniae_7_293_rsmA	186	583	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_8_62_Escherichia_coli_mdfA	1233	2735	Escherichia coli mdfA	85.61	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_8_131_msbA	1749	4526	msbA	92.78	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_8_171_OmpA	1071	2236	OmpA	99.72	peptide antibiotic	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to peptide antibiotics	95.19	Klebsiella pneumoniae
Klebsiella_pneumoniae_10_109_acrD	3114	8373	acrD	91.13	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_15_8_Klebsiella_pneumoniae_KpnH	1539	3923	Klebsiella pneumoniae KpnH	94.02	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_15_9_Klebsiella_pneumoniae_KpnG	1173	2640	Klebsiella pneumoniae KpnG	99.74	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_15_10_emrR	531	1235	emrR	92.57	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_15_53_oqxB	3153	6696	oqxB	99.71	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_15_54_oqxA	1176	2622	oqxA	100	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_25_2_tetW	1920	3144	tet(W)	97.18	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_5_128_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	4595	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.37	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Klebsiella pneumoniae
Klebsiella_pneumoniae_13_85_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	4106	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	94.82	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_3_259_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	1013	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	84.03	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Veillonella_parvula_1_335_vanW_gene_in_vanI_cluster	1347	640	vanW gene in vanI cluster	30.81	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	120.11	Veillonella parvula
Veillonella_parvula_2_361_qacG	330	196	qacG	44.76	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	Veillonella parvula
NODE_137_length_48101_23_tetAP	1263	243	tetA(P)	98.33	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	unclassified
NODE_137_length_48101_24_tetBP	1959	391	tetB(P)	99.54	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100	unclassified
NODE_384_length_12747_10_tetM	1920	91	tet(M)	98.44	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100	unclassified
NODE_1087_length_501_2_vanY_gene_in_vanM_cluster	342	7	vanY gene in vanM cluster	41.3	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	48.5	unclassified
