ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterobacter_ludwigii_72_length_23194_cov_3.913527:_rsmA	186	1264	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_79_length_20337_cov_4.098470:_ACT12	1146	97	ACT-12	98.95	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	ACT beta-lactamase	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_102_length_14525_cov_4.547619:_adeF	3114	4692	adeF	40.82	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.92	Enterobacter ludwigii
Enterobacter_ludwigii_125_length_10662_cov_3.315446:_msbA	1749	4222	msbA	94.67	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_6_length_94530_cov_4.336866:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	6946	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	53.1	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Enterobacter ludwigii
Enterobacter_ludwigii_112_length_12789_cov_5.037445:_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	6799	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	93.74	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_18_length_59664_cov_3.448974:_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	493	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	90.97	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_20_length_58337_cov_4.478030:_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	327	896	Escherichia coli soxS with mutation conferring antibiotic resistance	89.72	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.93	Enterobacter ludwigii
Enterococcus_faecalis_2_length_565960_cov_85.538453:_lsaA	1497	1621	lsaA	98.8	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_13_length_202544_cov_73.932579:_dfrE	495	534	dfrE	98.78	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_13_length_202544_cov_73.932579:_dfrG	498	445	dfrG	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_20_length_171885_cov_85.340319:_vanT_gene_in_vanG_cluster	1116	1492	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Enterococcus_faecalis_64_length_83870_cov_80.078614:_emeA	1155	966	emeA	97.46	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Enterococcus_faecalis_75_length_74700_cov_92.443928:_efrA	1719	2032	efrA	99.48	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.48	Enterococcus faecalis
Klebsiella_pneumoniae_1_length_438663_cov_255.070128:_acrD	3114	17715	acrD	91.13	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_2_length_371929_cov_309.303866:_CRP	633	3155	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_2_length_371929_cov_309.303866:_ArnT	1656	9059	ArnT	98.91	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_2_length_371929_cov_309.303866:_PmrF	984	5739	PmrF	83.38	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Klebsiella pneumoniae
Klebsiella_pneumoniae_2_length_371929_cov_309.303866:_eptB	1674	9455	eptB	99.28	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	97.04	Klebsiella pneumoniae
Klebsiella_pneumoniae_4_length_320525_cov_268.737801:_acrB	3147	17335	acrB	91.52	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	Klebsiella pneumoniae
Klebsiella_pneumoniae_4_length_320525_cov_268.737801:_vanG	1098	5398	vanG	38.66	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Klebsiella pneumoniae
Klebsiella_pneumoniae_6_length_241949_cov_276.589713:_oqxA	1176	5592	oqxA	100.0	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_6_length_241949_cov_276.589713:_adeF	2733	12918	adeF	59.56	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	85.93	Klebsiella pneumoniae
Klebsiella_pneumoniae_6_length_241949_cov_276.589713:_emrR	531	2535	emrR	92.57	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_6_length_241949_cov_276.589713:_Klebsiella_pneumoniae_KpnG	1173	5728	Klebsiella pneumoniae KpnG	99.74	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_6_length_241949_cov_276.589713:_Klebsiella_pneumoniae_KpnH	1539	7424	Klebsiella pneumoniae KpnH	94.02	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_6_length_241949_cov_276.589713:_rsmA	186	1286	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_8_length_225080_cov_234.983885:_OmpA	1071	3944	OmpA	99.72	peptide antibiotic	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to peptide antibiotics	95.19	Klebsiella pneumoniae
Klebsiella_pneumoniae_8_length_225080_cov_234.983885:_msbA	1749	8127	msbA	92.78	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_8_length_225080_cov_234.983885:_Escherichia_coli_mdfA	1233	5265	Escherichia coli mdfA	85.61	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_9_length_214767_cov_282.952518:_LptD	2349	10887	LptD	100.0	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_11_length_180733_cov_208.462730:_Klebsiella_pneumoniae_KpnE	363	1247	Klebsiella pneumoniae KpnE	99.17	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_11_length_180733_cov_208.462730:_Klebsiella_pneumoniae_KpnF	330	1430	Klebsiella pneumoniae KpnF	98.17	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_11_length_180733_cov_208.462730:_SHV37	861	3170	SHV-37	100.0	carbapenem; cephalosporin; penam	antibiotic inactivation	SHV beta-lactamase	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_11_length_180733_cov_208.462730:_marA	375	1485	marA	92.74	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	97.64	Klebsiella pneumoniae
Klebsiella_pneumoniae_13_length_175928_cov_210.431308:_Klebsiella_pneumoniae_OmpK37	1125	8584	Klebsiella pneumoniae OmpK37	99.47	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to beta-lactams	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_16_length_141437_cov_288.666935:_FosA6	420	2450	FosA6	99.28	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_26_length_67172_cov_243.739399:_mdtB	3123	13711	mdtB	90.0	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_26_length_67172_cov_243.739399:_mdtC	3078	13396	mdtC	91.61	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_26_length_67172_cov_243.739399:_baeR	723	3092	baeR	91.67	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_2_length_371929_cov_309.303866:_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	7115	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	97.97	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Klebsiella pneumoniae
Klebsiella_pneumoniae_9_length_214767_cov_282.952518:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	8766	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.37	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Klebsiella pneumoniae
Klebsiella_pneumoniae_17_length_140245_cov_324.876106:_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	8106	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	95.03	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_32_length_39683_cov_315.871535:_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	6482	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	97.97	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Klebsiella pneumoniae
Klebsiella_pneumoniae_11_length_180733_cov_208.462730:_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	1910	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	84.03	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Veillonella_parvula_A_1_length_846293_cov_88.100973:_vanW_gene_in_vanI_cluster	1347	1702	vanW gene in vanI cluster	36.24	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	120.11	Veillonella parvula A
Veillonella_parvula_A_3_length_419181_cov_99.349932:_vanT_gene_in_vanG_cluster	1113	1768	vanT gene in vanG cluster	31.61	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	51.97	Veillonella parvula A
NODE_121_length_46060_34_vanH_gene_in_vanO_cluster	987	72	vanH gene in vanO cluster	39.16	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	93.71	unclassified
NODE_125_length_45072_24_vanW_gene_in_vanI_cluster	1212	96	vanW gene in vanI cluster	33.19	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	108.04	unclassified
NODE_288_length_20991_9_vanW_gene_in_vanB_cluster	837	59	vanW gene in vanB cluster	36.5	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	101.09	unclassified
NODE_443_length_14888_15_vanH_gene_in_vanD_cluster	999	84	vanH gene in vanD cluster	35.44	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	102.79	unclassified
NODE_476_length_14048_3_vanY_gene_in_vanB_cluster	729	74	vanY gene in vanB cluster	40.1	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	90.30	unclassified
NODE_527_length_12922_5_tetBP	1959	174	tetB(P)	99.54	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	unclassified
NODE_527_length_12922_6_tetAP	1263	160	tetA(P)	98.33	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_563_length_11875_7_ErmB	738	1852	ErmB	97.96	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	unclassified
NODE_670_length_9923_8_vanT_gene_in_vanG_cluster	1158	125	vanT gene in vanG cluster	35.52	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	54.07	unclassified
NODE_782_length_8460_1_vanY_gene_in_vanM_cluster	1128	55	vanY gene in vanM cluster	35.37	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	160.94	unclassified
NODE_821_length_7936_6_vanW_gene_in_vanI_cluster	1563	112	vanW gene in vanI cluster	26.72	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	139.41	unclassified
NODE_1050_length_5754_3_vanW_gene_in_vanI_cluster	963	88	vanW gene in vanI cluster	25.82	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	85.79	unclassified
NODE_1256_length_4103_3_Clostridium_perfringens_mprF	1710	116	Clostridium perfringens mprF	97.89	peptide antibiotic	antibiotic target alteration	defensin resistant mprF	100.00	unclassified
NODE_1608_length_2422_2_vanT_gene_in_vanG_cluster	1161	115	vanT gene in vanG cluster	37.33	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	54.21	unclassified
NODE_1752_length_1937_4_vanY_gene_in_vanB_cluster	792	50	vanY gene in vanB cluster	31.32	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	98.13	unclassified
NODE_3694_length_706_1_vanT_gene_in_vanC_cluster	702	17	vanT gene in vanC cluster	99.57	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	33.52	unclassified
NODE_3796_length_688_1_vanY_gene_in_vanM_cluster	666	9	vanY gene in vanM cluster	37.62	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	95.28	unclassified
NODE_3926_length_669_1_vanC	504	13	vanC	99.4	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	48.98	unclassified
NODE_4237_length_626_1_vanXY_gene_in_vanC_cluster	573	10	vanXY gene in vanC cluster	98.42	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanXY	100.00	unclassified
NODE_6109_length_468_1_vanT_gene_in_vanC_cluster	465	12	vanT gene in vanC cluster	99.35	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	22.21	unclassified
NODE_6996_length_427_1_vanY_gene_in_vanG_cluster	426	6	vanY gene in vanG cluster	30.0	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	50.90	unclassified
NODE_7002_length_427_1_vanT_gene_in_vanC_cluster	426	4	vanT gene in vanC cluster	99.3	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	20.34	unclassified
NODE_7788_length_396_1_vanY_gene_in_vanG_cluster	396	4	vanY gene in vanG cluster	37.1	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	47.31	unclassified
NODE_16271_length_256_1_vanW_gene_in_vanI_cluster	255	12	vanW gene in vanI cluster	53.23	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	22.79	unclassified
