ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterobacter_kobei_96_8_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	178	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	53.1	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Enterobacter kobei
Enterobacter_kobei_118_10_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	40	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	89.58	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter kobei
Enterococcus_B_faecium_B_7_64_AAC6Ii	549	389	AAC(6')-Ii	99.45	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')	100.00	Enterococcus B faecium B
Enterococcus_B_faecium_B_10_75_msrC	1479	852	msrC	99.8	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection	msr-type ABC-F protein	100.00	Enterococcus B faecium B
Enterococcus_B_faecium_B_14_44_efrA	1731	1736	efrA	82.64	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.17	Enterococcus B faecium B
Enterococcus_B_faecium_B_21_11_vanY_gene_in_vanB_cluster	789	430	vanY gene in vanB cluster	34.9	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	97.76	Enterococcus B faecium B
Enterococcus_faecalis_3_261_dfrE	495	1986	dfrE	97.56	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_4_288_lsaA	1497	5912	lsaA	99.6	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_4_420_vanY_gene_in_vanB_cluster	711	2992	vanY gene in vanB cluster	51.5	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	88.06	Enterococcus faecalis
Enterococcus_faecalis_7_201_vanT_gene_in_vanG_cluster	1116	5191	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Enterococcus_faecalis_25_27_efrA	1719	7658	efrA	99.65	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.48	Enterococcus faecalis
Enterococcus_faecalis_25_70_tetM	1920	7832	tet(M)	98.12	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_75_12_emeA	1155	3826	emeA	97.71	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Staphylococcus_epidermidis_8_10_dfrC	486	46	dfrC	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_14_23_mgrA	444	112	mgrA	94.56	fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_14_31_norA	1164	66	norA	100.0	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_49_6_qacA	1545	312	qacA	99.81	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_49_13_tetK	1380	122	tet(K)	100.0	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_73_12_sdrM	624	38	sdrM	78.74	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	46.53	Staphylococcus epidermidis
Staphylococcus_epidermidis_118_5_dfrG	498	37	dfrG	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_126_5_norC	1401	89	norC	61.99	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.87	Staphylococcus epidermidis
Staphylococcus_epidermidis_143_4_mphC	900	66	mphC	98.66	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_143_5_msrA	1467	106	msrA	98.36	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection	msr-type ABC-F protein	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_148_2_sepA	468	39	sepA	70.97	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	98.73	Staphylococcus epidermidis
Staphylococcus_epidermidis_191_3_PC1_betalactamase_blaZ	846	70	PC1 beta-lactamase (blaZ)	95.02	penam	antibiotic inactivation	BlaZ beta-lactamase	100.00	Staphylococcus epidermidis
NODE_536_length_4645_5_APH3IIIa	795	72	APH(3')-IIIa	100.0	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100.00	unclassified
NODE_536_length_4645_6_SAT4	543	86	SAT-4	99.44	nucleoside antibiotic	antibiotic inactivation	streptothricin acetyltransferase (SAT)	100.00	unclassified
NODE_610_length_3717_2_mcr101	1620	87	mcr-10.1	99.81	peptide antibiotic	antibiotic target alteration	MCR phosphoethanolamine transferase	100.00	unclassified
NODE_733_length_2528_2_ErmC	735	111	ErmC	99.59	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_3059_length_539_2_Klebsiella_pneumoniae_KpnF	330	24	Klebsiella pneumoniae KpnF	88.99	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_3531_length_490_1_fosA5	381	41	fosA5	86.44	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	90.65	unclassified
NODE_3757_length_470_1_mecI	372	45	mecI	100.0	penam	antibiotic target replacement	methicillin resistant PBP2	100.00	unclassified
NODE_4182_length_440_1_ramA	348	35	ramA	95.69	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	93.55	unclassified
