ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Klebsiella_quasipneumoniae_4_227_acrB	3147	21005	acrB	91.13	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.9	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_5_225_baeR	723	3843	baeR	92.08	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_5_228_mdtC	3078	15726	mdtC	91.61	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_5_229_mdtB	3123	16973	mdtB	90.1	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_6_70_LptD	2349	12611	LptD	98.72	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_18_102_acrD	3114	20158	acrD	91.03	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_20_140_rsmA	186	1613	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_27_9_Klebsiella_pneumoniae_KpnH	1539	9864	Klebsiella pneumoniae KpnH	94.02	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_27_10_Klebsiella_pneumoniae_KpnG	1173	7281	Klebsiella pneumoniae KpnG	98.97	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_27_11_emrR	531	3134	emrR	92.57	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_27_76_oqxB	3153	17401	oqxB	98.76	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_27_77_oqxA	1176	7187	oqxA	97.19	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_35_78_CRP	633	3517	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_40_19_ArnT	1656	10521	ArnT	97.28	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_40_22_PmrF	984	5750	PmrF	83.69	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_41_24_FosA6	420	2918	FosA6	97.12	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_153_2_eptB	1674	10582	eptB	98.56	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	97.04	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_4_229_Klebsiella_pneumoniae_acrR_with_mutation_conferring_multidrug_antibiotic_resistance	651	3794	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	98.61	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_6_107_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	9876	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.2	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_25_79_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	9010	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	95.03	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_1_390_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	2512	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	83.33	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_32_65_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	330	2377	Escherichia coli soxS with mutation conferring antibiotic resistance	89.72	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	101.87	Klebsiella quasipneumoniae
Pseudomonas_aeruginosa_1_142_OpmH	1449	295	OpmH	97.3	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_1_159_Pseudomonas_aeruginosa_emrE	333	177	Pseudomonas aeruginosa emrE	100	aminoglycoside antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_3_32_OprM	1458	437	OprM	100	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_3_33_MexB	3141	11133	MexB	99.9	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_3_34_MexA	1152	99	MexA	100	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_5_78_rsmA	186	127	rsmA	100	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_7_2_PmpM	1434	600	PmpM	100	fluoroquinolone antibiotic; aminoglycoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_8_2_MexH	1113	124	MexH	100	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_8_3_MexG	447	63	MexG	100	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_58_OprJ	1440	670	OprJ	98.75	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_59_MexD	3132	794	MexD	95.33	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_60_MexC	1065	205	MexC	99.72	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	91.47	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_10_49_basS	1434	701	basS	99.79	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_11_37_opmE	1476	371	opmE	99.39	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_11_38_mexQ	3162	1915	mexQ	99.34	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_11_39_mexP	1158	82	mexP	99.48	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_11_70_arnA	1989	3570	arnA	99.4	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_13_29_ArmR	162	97	ArmR	100	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_15_70_MexV	1131	84	MexV	99.73	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_15_71_MexW	3057	521	MexW	99.8	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_17_3_OXA937	789	70	OXA-937	99.24	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_19_25_FosA	408	494	FosA	100	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_21_57_MexK	3078	730	MexK	100	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_21_58_MexJ	1104	73	MexJ	100	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_21_59_MexL	639	231	MexL	99.53	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_22_2_TriB	1071	299	TriB	100	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_22_3_TriA	1104	292	TriA	98.91	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	95.82	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_23_61_Pseudomonas_aeruginosa_CpxR	678	102	Pseudomonas aeruginosa CpxR	100	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_28_16_Pseudomonas_aeruginosa_catB7	639	67	Pseudomonas aeruginosa catB7	98.11	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_29_60_OpmD	1464	432	OpmD	99.79	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_41_3_cprS	1296	1071	cprS	99.77	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_41_4_cprR	672	62	cprR	100	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_56_7_PDC3	1194	106	PDC-3	100	monobactam; carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	PDC beta-lactamase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_56_16_APH3IIb	807	226	APH(3')-IIb	98.88	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_58_15_Pseudomonas_aeruginosa_soxR	471	23	Pseudomonas aeruginosa soxR	100	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_66_21_mexY	3138	837	mexY	93.69	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.9	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_100_2_MuxB	3132	8151	MuxB	100	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_100_3_MuxA	1281	208	MuxA	100	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_106_3_vanW_gene_in_vanG_cluster	822	66	vanW gene in vanG cluster	31.82	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	97.15	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_108_13_MexE	1245	99	MexE	100	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_108_14_MexF	3189	3723	MexF	100	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_108_15_OprN	1419	184	OprN	100	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_114_2_YajC	339	43	YajC	100	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; oxazolidinone antibiotic; glycopeptide antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_125_2_OpmB	1500	326	OpmB	98.6	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.2	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_135_5_ParR	708	43	ParR	99.57	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_135_6_ParS	1287	91	ParS	99.77	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_159_3_mexN	3111	772	mexN	99.52	phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_10_48_basR	666	175	basR	99.55	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_3_35_MexR	444	168	MexR	100	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_61_Type_B_NfxB	564	68	Type B NfxB	100	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_11_91_nalD	639	60	nalD	100	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_13_31_nalC	642	49	nalC	99.06	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_66_19_MexZ	633	35	MexZ	100	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_108_12_MexT	915	269	MexT	99.63	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	87.61	Pseudomonas aeruginosa
NODE_108_length_31894_10_ErmB	738	1338	ErmB	97.96	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	unclassified
NODE_225_length_12692_10_PC1_betalactamase_blaZ	846	67	PC1 beta-lactamase (blaZ)	96.8	penam	antibiotic inactivation	BlaZ beta-lactamase	100	unclassified
NODE_314_length_5941_5_mphC	900	78	mphC	98.66	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100	unclassified
NODE_314_length_5941_6_msrA	1467	128	msrA	98.36	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection	msr-type ABC-F protein	100	unclassified
NODE_398_length_3256_3_SAT4	531	68	SAT-4	97.22	nucleoside antibiotic	antibiotic inactivation	streptothricin acetyltransferase (SAT)	97.78	unclassified
NODE_398_length_3256_4_APH3IIIa	795	64	APH(3')-IIIa	100	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100	unclassified
NODE_1624_length_900_1_vanW_gene_in_vanI_cluster	900	22	vanW gene in vanI cluster	34.96	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	80.43	unclassified
NODE_1798_length_833_2_sepA	321	9	sepA	97.17	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	67.52	unclassified
