ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterobacter_himalayensis_26_length_217868_cov_142.767323:_acrD	3114	9948	acrD	91.71	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_35_length_196084_cov_157.448454:_FosA2	426	1247	FosA2	97.16	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_43_length_171945_cov_158.528274:_bacA	822	2323	bacA	95.24	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_83_length_109359_cov_151.379959:_rsmA	186	812	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_91_length_104162_cov_156.201946:_ramA	342	908	ramA	95.58	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	91.13	Enterobacter himalayensis
Enterobacter_himalayensis_125_length_81378_cov_146.802245:_emrB	1548	5146	emrB	93.47	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.59	Enterobacter himalayensis
Enterobacter_himalayensis_125_length_81378_cov_146.802245:_emrR	531	1443	emrR	94.86	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_181_length_57012_cov_160.779816:_CRP	633	2124	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_222_length_45787_cov_174.645522:_adeF	3114	6764	adeF	40.63	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.92	Enterobacter himalayensis
Enterobacter_himalayensis_280_length_32610_cov_158.470127:_ACT24	1146	2234	ACT-24	100.0	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	ACT beta-lactamase	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_20_length_253299_cov_151.998768:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	6165	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.57	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Enterobacter himalayensis
Enterobacter_himalayensis_28_length_215522_cov_165.310451:_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	5596	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	94.17	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_1_length_1264011_cov_126.647130:_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	1043	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	90.97	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_86_length_105989_cov_166.345508:_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	327	1085	Escherichia coli soxS with mutation conferring antibiotic resistance	90.65	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.93	Enterobacter himalayensis
Enterococcus_A_avium_60_length_24230_cov_20.111953:_vanY_gene_in_vanB_cluster	783	359	vanY gene in vanB cluster	33.01	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	97.01	Enterococcus A avium
Enterococcus_faecalis_10_length_311413_cov_98.247387:_lsaA	1497	1728	lsaA	97.99	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_50_length_152196_cov_99.116215:_efrA	1728	2178	efrA	99.13	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Enterococcus faecalis
Enterococcus_faecalis_102_length_95464_cov_78.745663:_dfrE	495	642	dfrE	98.78	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_113_length_88210_cov_93.679394:_vanT_gene_in_vanG_cluster	1116	1489	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Enterococcus_faecalis_259_length_35759_cov_89.591082:_emeA	1155	1226	emeA	97.71	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Klebsiella_A_michiganensis_1_length_622436_cov_74.404786:_oqxA	1176	4103	oqxA	90.79	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_1_length_622436_cov_74.404786:_oqxB	3153	11048	oqxB	96.86	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_2_length_552017_cov_78.889664:_mdtB	3123	9508	mdtB	90.96	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_2_length_552017_cov_78.889664:_mdtC	3078	9528	mdtC	91.51	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_2_length_552017_cov_78.889664:_baeR	723	1947	baeR	92.5	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_3_length_417042_cov_85.171686:_vanG	1098	2276	vanG	38.38	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Klebsiella A michiganensis
Klebsiella_A_michiganensis_3_length_417042_cov_85.171686:_acrB	3147	11585	acrB	91.33	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	Klebsiella A michiganensis
Klebsiella_A_michiganensis_3_length_417042_cov_85.171686:_OXY11	876	1566	OXY-1-1	100.0	monobactam; cephalosporin; penam	antibiotic inactivation	OXY beta-lactamase	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_4_length_387324_cov_72.374719:_APH3Ia	816	1145	APH(3')-Ia	97.79	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_4_length_387324_cov_72.374719:_marA	381	616	marA	91.13	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	99.21	Klebsiella A michiganensis
Klebsiella_A_michiganensis_4_length_387324_cov_72.374719:_Klebsiella_pneumoniae_KpnF	330	569	Klebsiella pneumoniae KpnF	90.83	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_4_length_387324_cov_72.374719:_Klebsiella_pneumoniae_KpnE	363	766	Klebsiella pneumoniae KpnE	85.83	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_7_length_277788_cov_78.706054:_msbA	1749	4590	msbA	92.6	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_7_length_277788_cov_78.706054:_OmpA	1071	3148	OmpA	96.35	peptide antibiotic	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to peptide antibiotics	95.19	Klebsiella A michiganensis
Klebsiella_A_michiganensis_9_length_233601_cov_87.177571:_LptD	2367	6043	LptD	92.2	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.77	Klebsiella A michiganensis
Klebsiella_A_michiganensis_10_length_217680_cov_85.195305:_rsmA	186	804	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_10_length_217680_cov_85.195305:_emrB	1539	5197	emrB	93.82	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_10_length_217680_cov_85.195305:_Klebsiella_pneumoniae_KpnG	1173	3436	Klebsiella pneumoniae KpnG	96.15	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_10_length_217680_cov_85.195305:_emrR	531	1407	emrR	93.14	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_12_length_209469_cov_89.568942:_bacA	822	2282	bacA	91.21	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_14_length_186615_cov_94.962764:_eptB	1689	4234	eptB	89.69	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	97.91	Klebsiella A michiganensis
Klebsiella_A_michiganensis_14_length_186615_cov_94.962764:_PmrF	984	1934	PmrF	83.9	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Klebsiella A michiganensis
Klebsiella_A_michiganensis_14_length_186615_cov_94.962764:_ArnT	1656	3660	ArnT	89.47	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_15_length_181029_cov_82.015595:_acrD	3114	9349	acrD	92.0	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_19_length_118101_cov_88.334847:_CRP	633	2121	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_24_length_62827_cov_90.651267:_fosA5	444	1139	fosA5	87.77	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	105.76	Klebsiella A michiganensis
Klebsiella_A_michiganensis_9_length_233601_cov_87.177571:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	6325	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.72	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Klebsiella A michiganensis
Klebsiella_A_michiganensis_11_length_216385_cov_94.333834:_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	5547	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	95.03	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_11_length_216385_cov_94.333834:_Morganella_morganii_gyrB_conferring_resistance_to_fluoroquinolones	2415	9092	Morganella morganii gyrB conferring resistance to fluoroquinolones	81.59	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_19_length_118101_cov_88.334847:_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	9813	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	98.48	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Klebsiella A michiganensis
Klebsiella_A_michiganensis_4_length_387324_cov_72.374719:_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	997	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	83.92	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Paenibacillus_Y_sp900069005_2_length_451985_cov_6.507072:_vanY_gene_in_vanB_cluster	870	95	vanY gene in vanB cluster	35.08	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	107.84	Paenibacillus Y sp900069005
Paenibacillus_Y_sp900069005_3_length_442119_cov_5.211027:_vanW_gene_in_vanI_cluster	945	79	vanW gene in vanI cluster	38.61	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	84.18	Paenibacillus Y sp900069005
Paenibacillus_Y_sp900069005_3_length_442119_cov_5.211027:_tetT	1971	189	tet(T)	34.35	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.77	Paenibacillus Y sp900069005
Paenibacillus_Y_sp900069005_3_length_442119_cov_5.211027:_qacG	315	43	qacG	40.2	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	97.20	Paenibacillus Y sp900069005
Paenibacillus_Y_sp900069005_4_length_325834_cov_6.235973:_vanW_gene_in_vanG_cluster	810	106	vanW gene in vanG cluster	35.87	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	95.73	Paenibacillus Y sp900069005
Paenibacillus_Y_sp900069005_5_length_293780_cov_5.972806:_vanY_gene_in_vanF_cluster	879	91	vanY gene in vanF cluster	57.82	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	99.66	Paenibacillus Y sp900069005
Paenibacillus_Y_sp900069005_5_length_293780_cov_5.972806:_tetBP	1959	269	tetB(P)	42.11	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	Paenibacillus Y sp900069005
Paenibacillus_Y_sp900069005_16_length_119195_cov_6.187789:_tetBP	2076	254	tetB(P)	36.76	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	105.98	Paenibacillus Y sp900069005
Paenibacillus_Y_sp900069005_20_length_97933_cov_5.708500:_vanT_gene_in_vanG_cluster	1263	116	vanT gene in vanG cluster	35.95	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	58.99	Paenibacillus Y sp900069005
Paenibacillus_Y_sp900069005_22_length_84679_cov_6.362036:_vanW_gene_in_vanI_cluster	1530	190	vanW gene in vanI cluster	39.23	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	136.46	Paenibacillus Y sp900069005
Staphylococcus_aureus_1_length_27668_cov_3.123664:_tet38	1359	86	tet(38)	99.33	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.44	Staphylococcus aureus
Staphylococcus_aureus_7_length_17052_cov_2.883004:_mepR	420	20	mepR	100.0	glycylcycline; tetracycline antibiotic	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	100.00	Staphylococcus aureus
Staphylococcus_aureus_7_length_17052_cov_2.883004:_mepA	1356	64	mepA	98.45	glycylcycline; tetracycline antibiotic	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	100.00	Staphylococcus aureus
Staphylococcus_aureus_35_length_8938_cov_2.745627:_norC	1401	74	norC	59.4	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.87	Staphylococcus aureus
Staphylococcus_aureus_38_length_8761_cov_2.925841:_sdrM	1344	95	sdrM	87.47	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Staphylococcus aureus
Staphylococcus_aureus_43_length_8367_cov_2.410374:_Staphylococcus_aureus_FosB	420	15	Staphylococcus aureus FosB	99.28	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100.00	Staphylococcus aureus
Staphylococcus_aureus_85_length_6378_cov_2.267259:_PC1_betalactamase_blaZ	846	76	PC1 beta-lactamase (blaZ)	96.09	penam	antibiotic inactivation	BlaZ beta-lactamase	100.00	Staphylococcus aureus
Staphylococcus_aureus_148_length_4505_cov_2.483288:_Staphylococcus_aureus_norA	1146	47	Staphylococcus aureus norA	92.53	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	98.20	Staphylococcus aureus
Staphylococcus_aureus_179_length_4107_cov_3.436476:_norC	1389	79	norC	100.0	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Staphylococcus aureus
Staphylococcus_aureus_222_length_3460_cov_2.741649:_sepA	210	5	sepA	97.1	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	43.95	Staphylococcus aureus
Staphylococcus_aureus_280_length_2887_cov_2.575089:_norC	1479	96	norC	70.55	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	106.49	Staphylococcus aureus
Staphylococcus_aureus_359_length_2292_cov_2.036117:_vanT_gene_in_vanG_cluster	1149	57	vanT gene in vanG cluster	33.33	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	53.65	Staphylococcus aureus
Staphylococcus_aureus_7_length_17052_cov_2.883004:_Staphylococcus_aureus_GlpT_with_mutation_conferring_resistance_to_fosfomycin	1359	100	Staphylococcus aureus GlpT with mutation conferring resistance to fosfomycin	99.78	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant GlpT	100.00	Staphylococcus aureus
Veillonella_parvula_A_1_length_878831_cov_38.594082:_vanW_gene_in_vanI_cluster	1347	687	vanW gene in vanI cluster	34.93	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	120.11	Veillonella parvula A
