ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Acinetobacter_baumannii_73_3_adeA	1191	111	adeA	99.24	glycylcycline; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Acinetobacter baumannii
Acinetobacter_baumannii_73_4_adeR	744	74	adeR	100	glycylcycline; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Acinetobacter baumannii
Acinetobacter_baumannii_73_5_adeS	1086	80	adeS	96.95	glycylcycline; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Acinetobacter baumannii
Acinetobacter_baumannii_106_5_rsmA	255	36	rsmA	89.09	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	137.7	Acinetobacter baumannii
Acinetobacter_baumannii_7_66_Acinetobacter_baumannii_parC_conferring_resistance_to_fluoroquinolones	2220	302	Acinetobacter baumannii parC conferring resistance to fluoroquinolones	99.73	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant parC	100	Acinetobacter baumannii
Enterobacter_himalayensis_1_111_vanG	1098	2636	vanG	38.92	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Enterobacter himalayensis
Enterobacter_himalayensis_1_204_acrB	3147	13380	acrB	92.85	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.9	Enterobacter himalayensis
Enterobacter_himalayensis_1_273_ramA	342	499	ramA	96.46	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	91.13	Enterobacter himalayensis
Enterobacter_himalayensis_2_134_marA	381	562	marA	94.35	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	99.21	Enterobacter himalayensis
Enterobacter_himalayensis_4_222_bacA	822	2412	bacA	95.24	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100	Enterobacter himalayensis
Enterobacter_himalayensis_6_69_FosA2	426	677	FosA2	95.04	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100	Enterobacter himalayensis
Enterobacter_himalayensis_6_201_ACT69	1248	1314	ACT-69	99.48	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	ACT beta-lactamase	108.92	Enterobacter himalayensis
Enterobacter_himalayensis_10_106_Escherichia_coli_mdfA	1233	3030	Escherichia coli mdfA	87.47	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_11_151_CRP	633	2858	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_16_31_acrD	3114	11360	acrD	91.8	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_16_68_oqxB	3153	13295	oqxB	96.48	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_16_69_oqxA	1176	4475	oqxA	91.82	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_17_1_baeR	723	2528	baeR	95	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_17_4_mdtC	3078	12628	mdtC	92.1	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_17_5_mdtB	3123	10526	mdtB	90.1	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_24_8_emrB	1548	6217	emrB	93.86	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.59	Enterobacter himalayensis
Enterobacter_himalayensis_24_10_emrR	531	1535	emrR	94.86	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_27_89_Klebsiella_pneumoniae_KpnE	363	577	Klebsiella pneumoniae KpnE	83.33	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_27_90_Klebsiella_pneumoniae_KpnF	330	315	Klebsiella pneumoniae KpnF	88.07	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_98_2_adeF	3114	4207	adeF	40.82	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.92	Enterobacter himalayensis
Enterobacter_himalayensis_236_9_msbA	1749	6107	msbA	94.85	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_8_64_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	8144	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.39	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Enterobacter himalayensis
Enterobacter_himalayensis_12_140_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	6353	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	94.17	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100	Enterobacter himalayensis
Enterobacter_himalayensis_2_135_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	779	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	90.97	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter himalayensis
Enterobacter_himalayensis_32_50_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	327	1266	Escherichia coli soxS with mutation conferring antibiotic resistance	90.65	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.93	Enterobacter himalayensis
Klebsiella_pneumoniae_7_19_vanG	1098	4780	vanG	38.66	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Klebsiella pneumoniae
Klebsiella_pneumoniae_7_141_acrB	3147	15279	acrB	91.52	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.9	Klebsiella pneumoniae
Klebsiella_pneumoniae_13_81_OmpA	1071	4023	OmpA	99.72	peptide antibiotic	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to peptide antibiotics	95.19	Klebsiella pneumoniae
Klebsiella_pneumoniae_13_121_msbA	1749	8205	msbA	92.78	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_23_112_rsmA	186	1033	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_33_7_LptD	2349	8821	LptD	100	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_35_17_marA	375	1163	marA	92.74	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	97.64	Klebsiella pneumoniae
Klebsiella_pneumoniae_36_16_CRP	633	3072	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_48_29_acrD	3114	15478	acrD	91.03	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_53_38_Klebsiella_pneumoniae_KpnE	363	1097	Klebsiella pneumoniae KpnE	99.17	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_53_39_Klebsiella_pneumoniae_KpnF	330	1228	Klebsiella pneumoniae KpnF	99.08	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_62_41_baeR	723	3146	baeR	91.67	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_62_44_mdtC	3078	13212	mdtC	91.51	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_62_45_mdtB	3123	13709	mdtB	90.1	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_64_54_Escherichia_coli_mdfA	1233	4818	Escherichia coli mdfA	85.61	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_93_19_ArnT	1656	6774	ArnT	99.09	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_93_22_PmrF	984	4186	PmrF	83.69	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Klebsiella pneumoniae
Klebsiella_pneumoniae_95_35_oqxB	3153	13918	oqxB	99.9	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_97_18_eptB	1674	7111	eptB	99.46	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	97.04	Klebsiella pneumoniae
Klebsiella_pneumoniae_157_8_Klebsiella_pneumoniae_KpnH	1539	7091	Klebsiella pneumoniae KpnH	94.02	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_157_9_Klebsiella_pneumoniae_KpnG	1173	5165	Klebsiella pneumoniae KpnG	99.74	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_157_10_emrR	531	2154	emrR	92.57	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_198_12_FosA6	420	1756	FosA6	98.56	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_33_44_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	8618	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.37	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Klebsiella pneumoniae
Klebsiella_pneumoniae_37_13_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	7471	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	95.03	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_35_18_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	1484	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	84.03	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Pseudomonas_aeruginosa_49_6_OpmH	1449	145	OpmH	100	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_53_10_Pseudomonas_aeruginosa_CpxR	678	68	Pseudomonas aeruginosa CpxR	100	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_54_5_Pseudomonas_aeruginosa_emrE	444	19	Pseudomonas aeruginosa emrE	99	aminoglycoside antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	133.64	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_63_6_ParS	1287	72	ParS	99.77	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_63_7_ParR	708	37	ParR	99.15	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_81_2_APH3IIb	807	43	APH(3')-IIb	98.88	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_86_4_cprR	672	66	cprR	100	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_86_5_cprS	1296	800	cprS	99.54	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_102_3_MexK	3534	1300	MexK	99.6	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	114.83	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_126_8_YajC	339	286	YajC	100	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; oxazolidinone antibiotic; glycopeptide antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_156_2_mexQ	3162	1963	mexQ	99.53	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_160_2_vanT_gene_in_vanG_cluster	1092	112	vanT gene in vanG cluster	33.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	50.98	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_162_1_MexE	1170	61	MexE	99.23	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	94.2	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_210_2_TriB	1071	233	TriB	100	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_210_3_TriA	1104	268	TriA	98.09	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	95.82	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_223_2_MexG	447	37	MexG	100	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_223_3_MexH	1113	396	MexH	99.73	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_223_4_MexI	3090	993	MexI	99.9	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_252_4_PDC35	1194	228	PDC-35	100	monobactam; carbapenem; cephalosporin	antibiotic inactivation	PDC beta-lactamase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_318_2_vanH_gene_in_vanB_cluster	990	194	vanH gene in vanB cluster	40.91	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	101.86	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_362_3_Pseudomonas_aeruginosa_soxR	471	209	Pseudomonas aeruginosa soxR	100	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_400_2_MexV	1131	63	MexV	99.2	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_402_3_vanW_gene_in_vanG_cluster	822	45	vanW gene in vanG cluster	32.58	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	97.15	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_405_2_MexB	3141	8469	MexB	99.62	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_416_3_MuxA	1281	327	MuxA	99.53	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_489_2_mexM	1158	606	mexM	98.96	phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_543_2_MexD	3132	567	MexD	95.52	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_767_3_OpmB	1317	258	OpmB	100	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	87.95	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_795_3_OXA488	789	94	OXA-488	100	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_912_1_adeF	2370	1651	adeF	65.82	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	74.6	Pseudomonas aeruginosa
