ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterobacter_himalayensis_3_length_438318_cov_300.352256:_baeR	723	4152	baeR	95.0	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_3_length_438318_cov_300.352256:_acrD	3114	19837	acrD	91.71	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_5_length_244676_cov_288.695134:_Escherichia_coli_mdfA	1233	6717	Escherichia coli mdfA	86.49	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_6_length_239556_cov_334.208336:_ACT8	822	5755	ACT-8	87.87	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	ACT beta-lactamase	71.65	Enterobacter himalayensis
Enterobacter_himalayensis_11_length_177039_cov_317.154361:_ramA	342	2865	ramA	95.58	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	91.13	Enterobacter himalayensis
Enterobacter_himalayensis_11_length_177039_cov_317.154361:_acrB	3147	18906	acrB	92.95	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	Enterobacter himalayensis
Enterobacter_himalayensis_12_length_159775_cov_328.777730:_emrR	531	3999	emrR	94.86	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_12_length_159775_cov_328.777730:_emrB	1548	10404	emrB	93.47	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.59	Enterobacter himalayensis
Enterobacter_himalayensis_12_length_159775_cov_328.777730:_rsmA	186	1412	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_13_length_123943_cov_316.586279:_oqxB	3153	19062	oqxB	96.86	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_13_length_123943_cov_316.586279:_oqxA	1176	7627	oqxA	92.07	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_14_length_123860_cov_350.282527:_adeF	3114	19805	adeF	40.53	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.92	Enterobacter himalayensis
Enterobacter_himalayensis_15_length_118097_cov_344.077572:_FosA2	426	3379	FosA2	96.45	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_19_length_78026_cov_373.297669:_CRP	633	4320	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_22_length_57793_cov_343.879895:_bacA	822	5417	bacA	95.24	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_25_length_47189_cov_322.716548:_vanG	1098	7108	vanG	38.92	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Enterobacter himalayensis
Enterobacter_himalayensis_42_length_3300_cov_910.339435:_qacG	333	6702	qacG	41.35	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	Enterobacter himalayensis
Enterobacter_himalayensis_7_length_225642_cov_333.728287:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	11567	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.57	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Enterobacter himalayensis
Enterobacter_himalayensis_8_length_220942_cov_373.105911:_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	11336	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	94.38	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_51_length_1091_cov_188.059172:_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1089	15870	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	98.07	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	88.75	Enterobacter himalayensis
Enterobacter_himalayensis_2_length_442240_cov_272.089442:_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	2541	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	90.97	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_23_length_56448_cov_362.907541:_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	327	2894	Escherichia coli soxS with mutation conferring antibiotic resistance	90.65	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.93	Enterobacter himalayensis
Enterococcus_faecalis_3_length_579376_cov_35.575032:_emeA	1155	530	emeA	97.71	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Enterococcus_faecalis_3_length_579376_cov_35.575032:_dfrE	495	252	dfrE	98.78	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_9_length_275613_cov_40.584088:_vanT_gene_in_vanG_cluster	1116	700	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Enterococcus_faecalis_16_length_227164_cov_42.523066:_lsaA	1497	821	lsaA	98.8	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_42_length_122871_cov_39.272171:_tetM	1920	1076	tet(M)	94.05	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_164_length_35327_cov_51.008052:_efrA	1719	996	efrA	99.3	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.48	Enterococcus faecalis
Enterococcus_faecalis_371_length_6497_cov_46.826917:_ErmB	738	638	ErmB	98.78	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	Enterococcus faecalis
Superficieibacter_18_length_211274_cov_7.505149:_mdtC	3078	16024	mdtC	92.0	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Superficieibacter
Superficieibacter_18_length_211274_cov_7.505149:_mdtB	3123	14370	mdtB	90.19	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Superficieibacter
Superficieibacter_27_length_158294_cov_8.412686:_acrB	3147	20873	acrB	91.7	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	Superficieibacter
Superficieibacter_46_length_118019_cov_8.664610:_vanG	1101	1666	vanG	39.78	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.87	Superficieibacter
Superficieibacter_53_length_107131_cov_8.052617:_acrD	3114	11383	acrD	90.45	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Superficieibacter
Superficieibacter_83_length_82651_cov_8.991949:_rsmA	186	1258	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Superficieibacter
Superficieibacter_103_length_64076_cov_9.135112:_bacA	822	3617	bacA	93.01	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	Superficieibacter
Superficieibacter_113_length_61669_cov_8.744230:_emrR	531	1111	emrR	88.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Superficieibacter
Superficieibacter_113_length_61669_cov_8.744230:_Klebsiella_pneumoniae_KpnH	1539	7633	Klebsiella pneumoniae KpnH	93.82	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Superficieibacter
Superficieibacter_134_length_50493_cov_9.428169:_CRP	633	2414	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Superficieibacter
Superficieibacter_216_length_25579_cov_6.270099:_marA	384	432	marA	88.89	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	Superficieibacter
Superficieibacter_226_length_23304_cov_7.190202:_msbA	1749	4901	msbA	92.1	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Superficieibacter
Superficieibacter_68_length_91915_cov_7.461409:_Escherichia_coli_GlpT_with_mutation_conferring_resistance_to_fosfomycin	1353	4303	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	93.78	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant GlpT	99.56	Superficieibacter
Superficieibacter_216_length_25579_cov_6.270099:_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	150	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	90.28	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Superficieibacter
Veillonella_parvula_A_1_length_847880_cov_23.384317:_vanW_gene_in_vanI_cluster	1347	542	vanW gene in vanI cluster	33.47	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	120.11	Veillonella parvula A
Veillonella_parvula_A_3_length_445565_cov_24.966062:_vanT_gene_in_vanG_cluster	1113	530	vanT gene in vanG cluster	31.61	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	51.97	Veillonella parvula A
NODE_413_length_4963_2_AAC6IeAPH2Ia_bifunctional_protein	1440	496	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	100.0	aminoglycoside antibiotic	antibiotic inactivation	APH(2''); AAC(6')	100.00	unclassified
NODE_413_length_4963_5_SAT4	543	321	SAT-4	99.44	nucleoside antibiotic	antibiotic inactivation	streptothricin acetyltransferase (SAT)	100.00	unclassified
NODE_413_length_4963_6_APH3IIIa	795	362	APH(3')-IIIa	100.0	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100.00	unclassified
NODE_570_length_3212_5_qacG	321	14	qacG	41.75	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	99.07	unclassified
NODE_5126_length_545_1_qacJ	324	19	qacJ	71.96	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	unclassified
NODE_2246_length_1091_1_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1089	15885	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	98.9	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	88.75	unclassified
