ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterococcus_faecalis_2_length_326406_cov_118.153207:_dfrE	495	1805	dfrE	98.78	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_3_length_227028_cov_120.702367:_emeA	1155	3341	emeA	97.46	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Enterococcus_faecalis_10_length_76328_cov_146.988131:_efrA	1719	6042	efrA	99.48	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.48	Enterococcus faecalis
Enterococcus_faecalis_11_length_64885_cov_143.811150:_lsaA	1497	4807	lsaA	98.8	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_21_length_39534_cov_419.705021:_ErmB	738	9593	ErmB	97.96	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	Enterococcus faecalis
Enterococcus_faecalis_28_length_30186_cov_133.549736:_vanT_gene_in_vanG_cluster	1116	4163	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Gleimia_europaea_A_3_length_222768_cov_101.150356:_ErmX	855	1665	ErmX	83.45	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	Gleimia europaea A
Klebsiella_pneumoniae_1_length_448286_cov_55.233275:_CRP	633	757	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_length_448286_cov_55.233275:_ArnT	1656	1851	ArnT	99.27	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_length_448286_cov_55.233275:_PmrF	984	1285	PmrF	83.69	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_length_448286_cov_55.233275:_eptB	1674	2016	eptB	99.46	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	97.04	Klebsiella pneumoniae
Klebsiella_pneumoniae_2_length_348903_cov_52.391834:_LptD	2349	2698	LptD	100.0	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_2_length_348903_cov_52.391834:_FosA6	420	541	FosA6	97.84	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_3_length_335814_cov_43.414991:_mdtB	3123	3064	mdtB	90.0	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_3_length_335814_cov_43.414991:_mdtC	3078	2833	mdtC	91.71	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_3_length_335814_cov_43.414991:_baeR	723	675	baeR	91.67	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_5_length_288916_cov_48.884669:_vanG	1098	1087	vanG	38.66	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Klebsiella pneumoniae
Klebsiella_pneumoniae_5_length_288916_cov_48.884669:_acrB	3147	4018	acrB	91.52	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	Klebsiella pneumoniae
Klebsiella_pneumoniae_9_length_180227_cov_36.506667:_marA	375	349	marA	91.94	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	97.64	Klebsiella pneumoniae
Klebsiella_pneumoniae_9_length_180227_cov_36.506667:_SHV1	861	693	SHV-1	99.65	carbapenem; cephalosporin; penam	antibiotic inactivation	SHV beta-lactamase	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_9_length_180227_cov_36.506667:_Klebsiella_pneumoniae_KpnF	330	376	Klebsiella pneumoniae KpnF	100.0	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_9_length_180227_cov_36.506667:_Klebsiella_pneumoniae_KpnE	363	373	Klebsiella pneumoniae KpnE	99.17	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_10_length_173631_cov_47.757574:_acrD	3114	3955	acrD	91.13	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_12_length_157195_cov_40.229210:_Klebsiella_pneumoniae_OmpK37	1125	2060	Klebsiella pneumoniae OmpK37	99.47	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to beta-lactams	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_14_length_135623_cov_43.853437:_Escherichia_coli_mdfA	1233	1071	Escherichia coli mdfA	85.37	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_20_length_108781_cov_45.428687:_OmpA	1071	973	OmpA	99.72	peptide antibiotic	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to peptide antibiotics	95.19	Klebsiella pneumoniae
Klebsiella_pneumoniae_20_length_108781_cov_45.428687:_msbA	1749	2066	msbA	92.61	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_22_length_98120_cov_48.812123:_Klebsiella_pneumoniae_KpnH	1539	1727	Klebsiella pneumoniae KpnH	94.02	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_22_length_98120_cov_48.812123:_Klebsiella_pneumoniae_KpnG	1173	1287	Klebsiella pneumoniae KpnG	99.74	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_22_length_98120_cov_48.812123:_emrR	531	556	emrR	92.57	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_22_length_98120_cov_48.812123:_oqxB	3153	3323	oqxB	99.71	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_22_length_98120_cov_48.812123:_oqxA	1176	1214	oqxA	100.0	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_57_length_1012_cov_52.100535:_rsmA	186	298	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_length_448286_cov_55.233275:_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	1661	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	95.03	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_2_length_348903_cov_52.391834:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	2104	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.37	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Klebsiella pneumoniae
Klebsiella_pneumoniae_9_length_180227_cov_36.506667:_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	395	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	84.03	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Negativicoccus_succinicivorans_1_length_339118_cov_6.218186:_adeF	3123	481	adeF	43.16	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.21	Negativicoccus succinicivorans
Negativicoccus_succinicivorans_1_length_339118_cov_6.218186:_vanW_gene_in_vanI_cluster	1419	175	vanW gene in vanI cluster	36.96	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	126.54	Negativicoccus succinicivorans
Phocaeicola_dorei_3_length_412531_cov_100.977670:_ErmF	801	1707	ErmF	99.25	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	Phocaeicola dorei
Phocaeicola_dorei_3_length_412531_cov_100.977670:_tetQ	1926	5651	tet(Q)	96.41	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	97.56	Phocaeicola dorei
Phocaeicola_dorei_10_length_210477_cov_94.638588:_adeF	3117	5613	adeF	42.99	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.02	Phocaeicola dorei
Phocaeicola_dorei_15_length_137173_cov_95.797821:_vanT_gene_in_vanG_cluster	2466	4625	vanT gene in vanG cluster	35.47	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	115.31	Phocaeicola dorei
Phocaeicola_dorei_30_length_39628_cov_82.126394:_adeF	3102	5012	adeF	41.67	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.54	Phocaeicola dorei
Serratia_marcescens_I_1_length_1469945_cov_13.071695:_Klebsiella_pneumoniae_KpnF	330	188	Klebsiella pneumoniae KpnF	73.39	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Serratia marcescens I
Serratia_marcescens_I_1_length_1469945_cov_13.071695:_qacG	321	78	qacG	43.75	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	99.07	Serratia marcescens I
Serratia_marcescens_I_1_length_1469945_cov_13.071695:_adeF	3159	952	adeF	58.93	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.34	Serratia marcescens I
Serratia_marcescens_I_1_length_1469945_cov_13.071695:_SRT2	1137	440	SRT-2	100.0	cephalosporin	antibiotic inactivation	SRT beta-lactamase	100.00	Serratia marcescens I
Serratia_marcescens_I_2_length_975931_cov_13.720597:_CRP	633	722	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Serratia marcescens I
Serratia_marcescens_I_2_length_975931_cov_13.720597:_adeF	3144	2830	adeF	59.96	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.87	Serratia marcescens I
Serratia_marcescens_I_2_length_975931_cov_13.720597:_msbA	1749	1098	msbA	87.46	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Serratia marcescens I
Serratia_marcescens_I_2_length_975931_cov_13.720597:_vanG	1104	483	vanG	39.06	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	105.16	Serratia marcescens I
Serratia_marcescens_I_3_length_338308_cov_14.488690:_adeF	3147	3778	adeF	41.75	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.96	Serratia marcescens I
Serratia_marcescens_I_4_length_331914_cov_15.570774:_AAC6Ic	441	165	AAC(6')-Ic	98.63	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')	100.00	Serratia marcescens I
Serratia_marcescens_I_6_length_306295_cov_14.211451:_adeF	3138	2524	adeF	42.31	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.68	Serratia marcescens I
Serratia_marcescens_I_6_length_306295_cov_14.211451:_emrR	519	133	emrR	83.13	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	97.73	Serratia marcescens I
Serratia_marcescens_I_6_length_306295_cov_14.211451:_Klebsiella_pneumoniae_KpnH	1539	1469	Klebsiella pneumoniae KpnH	83.53	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Serratia marcescens I
Serratia_marcescens_I_7_length_225300_cov_15.803426:_rsmA	186	184	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Serratia marcescens I
Serratia_marcescens_I_7_length_225300_cov_15.803426:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1764	1518	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.62	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.23	Serratia marcescens I
Serratia_marcescens_I_17_length_32112_cov_21.705603:_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	5170	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	95.69	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Serratia marcescens I
Veillonella_A_seminalis_1_length_394861_cov_117.895672:_vanW_gene_in_vanI_cluster	1419	2549	vanW gene in vanI cluster	37.07	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	126.54	Veillonella A seminalis
Veillonella_A_seminalis_1_length_394861_cov_117.895672:_adeF	3141	5650	adeF	41.37	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.77	Veillonella A seminalis
Veillonella_A_seminalis_2_length_250107_cov_129.812426:_ACI1	855	1800	ACI-1	100.0	cephalosporin; penam; penem	antibiotic inactivation	ACI beta-lactamase	100.00	Veillonella A seminalis
NODE_184_length_68463_73_tetBP	1959	2727	tetB(P)	99.54	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	unclassified
NODE_184_length_68463_74_tetAP	1263	1603	tetA(P)	98.33	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_477_length_18144_6_tetM	1920	2619	tet(M)	99.37	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	unclassified
NODE_632_length_10500_2_CfxA2	966	1951	CfxA2	99.69	cephamycin	antibiotic inactivation	CfxA beta-lactamase	100.00	unclassified
NODE_779_length_7408_1_ErmG	735	577	ErmG	100.0	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_1572_length_2869_1_vanY_gene_in_vanB_cluster	711	676	vanY gene in vanB cluster	51.5	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	88.06	unclassified
NODE_3553_length_1038_1_vanW_gene_in_vanI_cluster	852	14	vanW gene in vanI cluster	44.78	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	75.87	unclassified
NODE_5744_length_602_1_tetM	465	82	tet(M)	90.26	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	24.10	unclassified
NODE_5940_length_581_1_vanY_gene_in_vanB_cluster	213	34	vanY gene in vanB cluster	54.55	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	26.12	unclassified
NODE_16291_length_257_1_vanY_gene_in_vanB_cluster	255	2	vanY gene in vanB cluster	35.42	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	31.72	unclassified
NODE_16511_length_255_1_vanY_gene_in_vanA_cluster	252	44	vanY gene in vanA cluster	51.39	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	27.72	unclassified
