ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterobacter_ludwigii_2_length_889425_cov_166.762929:_ramA	342	1330	ramA	97.35	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	91.13	Enterobacter ludwigii
Enterobacter_ludwigii_2_length_889425_cov_166.762929:_acrB	3147	10646	acrB	92.85	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	Enterobacter ludwigii
Enterobacter_ludwigii_2_length_889425_cov_166.762929:_vanG	1101	3485	vanG	39.89	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.87	Enterobacter ludwigii
Enterobacter_ludwigii_3_length_684025_cov_176.906543:_bacA	822	2389	bacA	94.14	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_3_length_684025_cov_176.906543:_rsmA	186	654	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_3_length_684025_cov_176.906543:_Klebsiella_pneumoniae_KpnH	1548	5474	Klebsiella pneumoniae KpnH	92.08	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.59	Enterobacter ludwigii
Enterobacter_ludwigii_3_length_684025_cov_176.906543:_emrA	1173	4069	emrA	85.9	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_3_length_684025_cov_176.906543:_emrR	531	1730	emrR	94.29	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_6_length_236761_cov_184.289466:_PmrF	984	3312	PmrF	84.78	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Enterobacter ludwigii
Enterobacter_ludwigii_6_length_236761_cov_184.289466:_CRP	633	2001	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_7_length_207409_cov_178.608555:_FosA2	426	1434	FosA2	99.29	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_8_length_176061_cov_171.942364:_acrD	3114	9626	acrD	90.94	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_12_length_29411_cov_182.728097:_ACT54	1146	3424	ACT-54	99.48	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	ACT beta-lactamase	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_4_length_281418_cov_186.470831:_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	4152	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	98.73	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Enterobacter ludwigii
Enterobacter_ludwigii_4_length_281418_cov_186.470831:_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	4951	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	93.95	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_5_length_245989_cov_178.272134:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	5492	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	53.1	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Enterobacter ludwigii
Enterobacter_ludwigii_6_length_236761_cov_184.289466:_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	4124	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	98.48	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Enterobacter ludwigii
Enterobacter_ludwigii_1_length_1592988_cov_153.604810:_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	1234	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	90.97	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter ludwigii
Enterobacter_ludwigii_9_length_112401_cov_183.890736:_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	327	1361	Escherichia coli soxS with mutation conferring antibiotic resistance	89.72	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.93	Enterobacter ludwigii
Enterococcus_B_faecium_10_length_69047_cov_4.826461:_AAC6Ii	549	41	AAC(6')-Ii	98.9	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')	100.00	Enterococcus B faecium
Enterococcus_B_faecium_12_length_57980_cov_4.445884:_vanY_gene_in_vanB_cluster	861	188	vanY gene in vanB cluster	34.9	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	106.72	Enterococcus B faecium
Enterococcus_B_faecium_24_length_42501_cov_4.837828:_efmA	1338	137	efmA	100.0	macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	103.97	Enterococcus B faecium
Enterococcus_B_faecium_33_length_33312_cov_4.754446:_efrA	1731	136	efrA	82.81	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.17	Enterococcus B faecium
Enterococcus_B_faecium_65_length_14177_cov_5.032837:_APH2IVa	906	70	APH(2'')-IVa	100.0	aminoglycoside antibiotic	antibiotic inactivation	APH(2'')	100.00	Enterococcus B faecium
Enterococcus_B_faecium_65_length_14177_cov_5.032837:_lsaE	804	69	lsaE	100.0	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100.00	Enterococcus B faecium
Enterococcus_B_faecium_87_length_6424_cov_3.776745:_tetM	1671	241	tet(M)	93.35	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	87.01	Enterococcus B faecium
Enterococcus_faecalis_11_length_29905_cov_3.215603:_emeA	1155	54	emeA	97.71	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Enterococcus_faecalis_20_length_21816_cov_3.333548:_efrA	1719	128	efrA	99.3	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.48	Enterococcus faecalis
Enterococcus_faecalis_130_length_6639_cov_2.778878:_dfrE	495	32	dfrE	98.78	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_264_length_1906_cov_1.966648:_vanT_gene_in_vanG_cluster	1116	45	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Enterococcus_faecalis_267_length_1879_cov_2.391787:_catS	624	28	catS	84.76	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	126.22	Enterococcus faecalis
Enterococcus_faecalis_278_length_1590_cov_7.171183:_ErmB	738	144	ErmB	97.96	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	Enterococcus faecalis
Klebsiella_A_oxytoca_1_length_428950_cov_10.672705:_eptB	1689	1914	eptB	89.51	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	97.91	Klebsiella A oxytoca
Klebsiella_A_oxytoca_1_length_428950_cov_10.672705:_PmrF	984	2060	PmrF	84.21	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Klebsiella A oxytoca
Klebsiella_A_oxytoca_1_length_428950_cov_10.672705:_ArnT	1656	2148	ArnT	90.02	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_1_length_428950_cov_10.672705:_CRP	633	1801	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_2_length_369745_cov_9.185223:_acrB	3147	8255	acrB	91.33	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	Klebsiella A oxytoca
Klebsiella_A_oxytoca_2_length_369745_cov_9.185223:_OXY24	870	114	OXY-2-4	100.0	monobactam; cephalosporin; penam	antibiotic inactivation	OXY beta-lactamase	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_4_length_283582_cov_9.108368:_mdtB	3123	5688	mdtB	90.67	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_4_length_283582_cov_9.108368:_mdtC	3078	6154	mdtC	91.32	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_4_length_283582_cov_9.108368:_baeR	723	1172	baeR	92.5	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_5_length_248994_cov_7.935079:_marA	381	70	marA	91.13	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	99.21	Klebsiella A oxytoca
Klebsiella_A_oxytoca_9_length_194818_cov_9.595704:_vanG	1098	1797	vanG	38.66	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Klebsiella A oxytoca
Klebsiella_A_oxytoca_13_length_150876_cov_9.934834:_fosA5	444	409	fosA5	88.49	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	105.76	Klebsiella A oxytoca
Klebsiella_A_oxytoca_17_length_121198_cov_9.151931:_acrD	3114	3892	acrD	91.71	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_18_length_107601_cov_8.039173:_oqxA	1176	2823	oqxA	90.54	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_18_length_107601_cov_8.039173:_oqxB	3153	8702	oqxB	96.86	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_34_length_59471_cov_8.726033:_msbA	1749	2666	msbA	92.6	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_34_length_59471_cov_8.726033:_OmpA	1071	2525	OmpA	96.35	peptide antibiotic	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to peptide antibiotics	95.19	Klebsiella A oxytoca
Klebsiella_A_oxytoca_66_length_11824_cov_9.830340:_Klebsiella_pneumoniae_KpnH	1539	3841	Klebsiella pneumoniae KpnH	93.82	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_66_length_11824_cov_9.830340:_Klebsiella_pneumoniae_KpnG	1173	2180	Klebsiella pneumoniae KpnG	95.9	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_66_length_11824_cov_9.830340:_emrR	531	575	emrR	93.14	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_68_length_11254_cov_8.402165:_Klebsiella_pneumoniae_KpnF	330	57	Klebsiella pneumoniae KpnF	92.66	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_68_length_11254_cov_8.402165:_Klebsiella_pneumoniae_KpnE	363	55	Klebsiella pneumoniae KpnE	86.67	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_109_length_1154_cov_1.943361:_tetW	1101	30	tet(W)	96.7	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	57.28	Klebsiella A oxytoca
Klebsiella_A_oxytoca_1_length_428950_cov_10.672705:_Morganella_morganii_gyrB_conferring_resistance_to_fluoroquinolones	2355	7150	Morganella morganii gyrB conferring resistance to fluoroquinolones	81.25	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB	97.51	Klebsiella A oxytoca
Klebsiella_A_oxytoca_1_length_428950_cov_10.672705:_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	3718	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	95.25	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Klebsiella A oxytoca
Klebsiella_A_oxytoca_20_length_106279_cov_10.073115:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	3637	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.72	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Klebsiella A oxytoca
Klebsiella_A_oxytoca_5_length_248994_cov_7.935079:_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	378	272	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	83.06	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	86.81	Klebsiella A oxytoca
Veillonella_parvula_7_length_111039_cov_6.088373:_vanW_gene_in_vanI_cluster	1347	126	vanW gene in vanI cluster	34.93	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	120.11	Veillonella parvula
Veillonella_parvula_9_length_98808_cov_7.079874:_vanT_gene_in_vanG_cluster	1113	183	vanT gene in vanG cluster	31.61	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	51.97	Veillonella parvula
Veillonella_parvula_21_length_16241_cov_7.106162:_qacG	330	42	qacG	44.76	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	Veillonella parvula
NODE_1059_length_2487_1_aad6	909	122	aad(6)	100.0	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)	109.42	unclassified
NODE_1059_length_2487_2_SAT4	543	80	SAT-4	99.44	nucleoside antibiotic	antibiotic inactivation	streptothricin acetyltransferase (SAT)	100.00	unclassified
NODE_1059_length_2487_3_APH3IIIa	795	93	APH(3')-IIIa	100.0	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100.00	unclassified
NODE_1248_length_2208_3_vanT_gene_in_vanG_cluster	891	36	vanT gene in vanG cluster	40.48	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	41.57	unclassified
NODE_1289_length_2164_1_vanT_gene_in_vanG_cluster	1161	43	vanT gene in vanG cluster	37.33	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	54.21	unclassified
NODE_2303_length_1478_1_tetM	1341	195	tet(M)	95.4	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	69.80	unclassified
NODE_2334_length_1463_2_vanW_gene_in_vanI_cluster	1107	39	vanW gene in vanI cluster	29.96	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	98.66	unclassified
NODE_2762_length_1302_1_vanW_gene_in_vanI_cluster	1299	44	vanW gene in vanI cluster	33.13	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	116.09	unclassified
NODE_3280_length_1160_2_vanY_gene_in_vanA_cluster	654	25	vanY gene in vanA cluster	41.13	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	71.95	unclassified
NODE_3610_length_1085_1_vanW_gene_in_vanI_cluster	1026	38	vanW gene in vanI cluster	28.83	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	91.42	unclassified
NODE_3927_length_1017_1_vanH_gene_in_vanD_cluster	939	31	vanH gene in vanD cluster	35.81	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	96.90	unclassified
NODE_4202_length_962_1_tetM	630	69	tet(M)	98.57	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	32.86	unclassified
NODE_4553_length_904_1_vanW_gene_in_vanI_cluster	885	35	vanW gene in vanI cluster	24.22	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	79.09	unclassified
NODE_5561_length_759_1_tetWNW	759	18	tet(W/N/W)	96.44	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	39.59	unclassified
NODE_6095_length_699_1_vanT_gene_in_vanG_cluster	696	11	vanT gene in vanG cluster	56.28	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	32.58	unclassified
NODE_6298_length_679_1_vanW_gene_in_vanI_cluster	678	14	vanW gene in vanI cluster	34.85	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	60.59	unclassified
NODE_6761_length_631_1_vanW_gene_in_vanI_cluster	630	13	vanW gene in vanI cluster	30.48	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	56.30	unclassified
NODE_6912_length_616_1_vanY_gene_in_vanG_cluster	585	12	vanY gene in vanG cluster	36.45	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	69.53	unclassified
NODE_7602_length_559_1_tetM	555	10	tet(M)	88.11	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	28.95	unclassified
NODE_7647_length_555_1_vanW_gene_in_vanI_cluster	555	10	vanW gene in vanI cluster	35.87	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	49.60	unclassified
NODE_9155_length_454_1_vanW_gene_in_vanI_cluster	450	17	vanW gene in vanI cluster	40.5	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	40.21	unclassified
NODE_9212_length_450_1_vanY_gene_in_vanB_cluster	447	12	vanY gene in vanB cluster	40.68	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	55.60	unclassified
NODE_12148_length_320_1_vanW_gene_in_vanI_cluster	318	9	vanW gene in vanI cluster	38.67	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	28.42	unclassified
NODE_14633_length_261_1_vanY_gene_in_vanA_cluster	237	2	vanY gene in vanA cluster	55.56	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	25.74	unclassified
