ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterococcus_faecalis_1_length_420702_cov_29.720442:_dfrE	495	293	dfrE	98.78	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_2_length_398234_cov_34.188905:_lsaA	1497	850	lsaA	98.8	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_3_length_253265_cov_33.069525:_vanT_gene_in_vanG_cluster	1116	708	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Enterococcus_faecalis_3_length_253265_cov_33.069525:_tetM	1920	991	tet(M)	94.05	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_8_length_160234_cov_32.328184:_emeA	1155	575	emeA	97.71	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Enterococcus_faecalis_19_length_33618_cov_35.243046:_efrA	1719	1022	efrA	99.3	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.48	Enterococcus faecalis
Escherichia_coli_1_length_567023_cov_267.954594:_Escherichia_coli_mdfA	1233	6366	Escherichia coli mdfA	97.07	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_1_length_567023_cov_267.954594:_msbA	1749	9417	msbA	99.66	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_1_length_567023_cov_267.954594:_mdtG	1227	5843	mdtG	99.75	phosphonic acid antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_1_length_567023_cov_267.954594:_mdtH	1209	6553	mdtH	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_1_length_567023_cov_267.954594:_HNS	414	2055	H-NS	100.0	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_ugd	1167	5552	ugd	99.74	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_mdtA	1248	6667	mdtA	98.8	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_mdtB	3123	15882	mdtB	99.9	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_mdtC	3078	15082	mdtC	98.73	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_baeS	1404	7581	baeS	96.15	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_baeR	723	3891	baeR	100.0	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_YojI	1644	8541	YojI	98.54	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_PmrF	969	4818	PmrF	99.38	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_emrY	1539	7109	emrY	99.8	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_emrK	1164	5982	emrK	98.86	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	110.26	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_evgA	615	3149	evgA	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_evgS	3594	17080	evgS	96.66	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_3_length_497362_cov_246.841310:_marA	384	1818	marA	99.21	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	Escherichia coli
Escherichia_coli_3_length_497362_cov_246.841310:_Klebsiella_pneumoniae_KpnF	330	1598	Klebsiella pneumoniae KpnF	84.4	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_3_length_497362_cov_246.841310:_Klebsiella_pneumoniae_KpnE	366	1789	Klebsiella pneumoniae KpnE	82.2	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.83	Escherichia coli
Escherichia_coli_3_length_497362_cov_246.841310:_Escherichia_coli_emrE	333	1844	Escherichia coli emrE	98.18	macrolide antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_4_length_383463_cov_311.761428:_rsmA	186	1418	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_4_length_383463_cov_311.761428:_emrB	1539	9436	emrB	99.8	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_4_length_383463_cov_311.761428:_emrA	1173	7608	emrA	99.74	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_4_length_383463_cov_311.761428:_emrR	531	3421	emrR	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_5_length_367578_cov_320.301945:_AcrF	3105	18346	AcrF	99.52	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_5_length_367578_cov_320.301945:_AcrE	1158	7480	AcrE	99.22	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_5_length_367578_cov_320.301945:_AcrS	663	4239	AcrS	98.64	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_5_length_367578_cov_320.301945:_bacA	822	5999	bacA	99.63	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	Escherichia coli
Escherichia_coli_5_length_367578_cov_320.301945:_TolC	1482	8312	TolC	99.8	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	99.60	Escherichia coli
Escherichia_coli_6_length_286536_cov_294.721231:_vanG	1095	6432	vanG	39.5	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.30	Escherichia coli
Escherichia_coli_6_length_286536_cov_294.721231:_acrB	3150	18421	acrB	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_6_length_286536_cov_294.721231:_Escherichia_coli_acrA	1194	7836	Escherichia coli acrA	99.5	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_8_length_267796_cov_308.365103:_mdtM	1260	8369	mdtM	97.52	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	102.20	Escherichia coli
Escherichia_coli_8_length_267796_cov_308.365103:_kdpE	678	3516	kdpE	99.55	aminoglycoside antibiotic	antibiotic efflux	kdpDE	100.00	Escherichia coli
Escherichia_coli_9_length_246136_cov_337.464299:_gadX	825	5197	gadX	93.07	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_9_length_246136_cov_337.464299:_gadW	729	4925	gadW	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_9_length_246136_cov_337.464299:_mdtF	3114	19419	mdtF	99.42	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_9_length_246136_cov_337.464299:_mdtE	1158	7512	mdtE	99.74	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_9_length_246136_cov_337.464299:_CRP	633	4139	CRP	99.52	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_10_length_189237_cov_296.052136:_acrD	3114	16590	acrD	99.81	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_11_length_180294_cov_338.647364:_mdtP	1467	10566	mdtP	98.16	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_11_length_180294_cov_338.647364:_mdtO	2052	13085	mdtO	98.54	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_11_length_180294_cov_338.647364:_mdtN	1032	6686	mdtN	98.54	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_11_length_180294_cov_338.647364:_eptA	1644	9712	eptA	98.17	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia coli
Escherichia_coli_13_length_158543_cov_327.502209:_EC5	1134	7701	EC-5	98.94	cephalosporin	antibiotic inactivation	EC beta-lactamase	100.00	Escherichia coli
Escherichia_coli_14_length_129192_cov_348.699105:_cpxA	1374	10558	cpxA	100.0	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_2_length_529359_cov_280.009874:_Escherichia_coli_GlpT_with_mutation_conferring_resistance_to_fosfomycin	1359	6690	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	99.56	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant GlpT	100.00	Escherichia coli
Escherichia_coli_8_length_267796_cov_308.365103:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	10912	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	53.29	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Escherichia coli
Escherichia_coli_9_length_246136_cov_337.464299:_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	7249	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	99.75	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Escherichia coli
Escherichia_coli_20_length_36060_cov_360.825056:_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	7697	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	99.75	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Escherichia coli
Escherichia_coli_3_length_497362_cov_246.841310:_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	2544	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	97.92	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_6_length_286536_cov_294.721231:_Escherichia_coli_AcrABTolC_with_AcrR_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime	648	3591	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_11_length_180294_cov_338.647364:_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	324	2513	Escherichia coli soxS with mutation conferring antibiotic resistance	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	Escherichia coli
Escherichia_coli_11_length_180294_cov_338.647364:_Escherichia_coli_soxR_with_mutation_conferring_antibiotic_resistance	465	3217	Escherichia coli soxR with mutation conferring antibiotic resistance	99.35	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Flavonifractor_plautii_6_length_409193_cov_52.447216:_vanT_gene_in_vanG_cluster	2109	1455	vanT gene in vanG cluster	43.06	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	98.60	Flavonifractor plautii
Flavonifractor_plautii_6_length_409193_cov_52.447216:_vanXY_gene_in_vanG_cluster	726	531	vanXY gene in vanG cluster	40.51	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanXY	94.88	Flavonifractor plautii
Flavonifractor_plautii_6_length_409193_cov_52.447216:_vanG	1053	738	vanG	57.88	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	100.29	Flavonifractor plautii
Flavonifractor_plautii_44_length_130099_cov_61.304582:_tetW	1920	1431	tet(W)	99.84	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	Flavonifractor plautii
Flavonifractor_plautii_54_length_109694_cov_51.417361:_vanT_gene_in_vanG_cluster	1128	849	vanT gene in vanG cluster	37.0	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.67	Flavonifractor plautii
Flavonifractor_plautii_78_length_78991_cov_51.842645:_vanW_gene_in_vanB_cluster	813	549	vanW gene in vanB cluster	37.76	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	98.18	Flavonifractor plautii
Flavonifractor_plautii_112_length_47193_cov_50.397938:_vanW_gene_in_vanI_cluster	1944	1258	vanW gene in vanI cluster	40.53	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	173.46	Flavonifractor plautii
