ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Clostridioides_difficile_11_length_128924_cov_14.802789:_vanY_gene_in_vanG_cluster	717	176	vanY gene in vanG cluster	34.04	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	85.30	Clostridioides difficile
Clostridioides_difficile_16_length_82968_cov_12.108769:_vanW_gene_in_vanI_cluster	1470	424	vanW gene in vanI cluster	33.76	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	131.10	Clostridioides difficile
Clostridioides_difficile_20_length_63618_cov_11.475866:_cdeA	1326	335	cdeA	99.32	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	100.00	Clostridioides difficile
Clostridium_paraputrificum_61_length_102847_cov_143.478160:_vanW_gene_in_vanI_cluster	1440	2610	vanW gene in vanI cluster	26.11	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	128.42	Clostridium paraputrificum
Clostridium_paraputrificum_63_length_97929_cov_118.277489:_nimE	477	747	nimE	55.06	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	92.94	Clostridium paraputrificum
Clostridium_paraputrificum_95_length_72179_cov_119.977123:_vanY_gene_in_vanF_cluster	861	1050	vanY gene in vanF cluster	36.17	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	97.61	Clostridium paraputrificum
Clostridium_paraputrificum_132_length_54746_cov_151.260792:_ErmQ	774	829	ErmQ	100.0	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	Clostridium paraputrificum
Clostridium_paraputrificum_186_length_36448_cov_120.502542:_vanT_gene_in_vanG_cluster	1161	1714	vanT gene in vanG cluster	34.86	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	54.21	Clostridium paraputrificum
Corynebacterium_kroppenstedtii_A_6_length_99437_cov_4.152899:_vanW_gene_in_vanI_cluster	1728	106	vanW gene in vanI cluster	33.77	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	154.16	Corynebacterium kroppenstedtii A
Enterococcus_faecalis_1_length_218929_cov_18.788775:_vanT_gene_in_vanG_cluster	1116	758	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Enterococcus_faecalis_2_length_189024_cov_16.881268:_dfrE	495	280	dfrE	97.56	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_17_length_56467_cov_16.766625:_lsaA	1497	766	lsaA	99.0	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_24_length_43746_cov_19.302663:_efrA	1719	1103	efrA	99.3	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.48	Enterococcus faecalis
Enterococcus_faecalis_33_length_24062_cov_17.960183:_emeA	1155	514	emeA	97.71	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Klebsiella_pneumoniae_1_length_649492_cov_238.984512:_marA	375	2140	marA	92.74	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	97.64	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_length_649492_cov_238.984512:_SHV187	867	4172	SHV-187	100.0	carbapenem; cephalosporin; penam	antibiotic inactivation	SHV beta-lactamase	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_length_649492_cov_238.984512:_Klebsiella_pneumoniae_KpnF	330	1828	Klebsiella pneumoniae KpnF	100.0	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_length_649492_cov_238.984512:_Klebsiella_pneumoniae_KpnE	363	1626	Klebsiella pneumoniae KpnE	99.17	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_length_649492_cov_238.984512:_Klebsiella_pneumoniae_OmpK37	1125	11151	Klebsiella pneumoniae OmpK37	99.2	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to beta-lactams	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_2_length_452919_cov_271.118830:_adeF	3111	17657	adeF	41.66	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.83	Klebsiella pneumoniae
Klebsiella_pneumoniae_5_length_310566_cov_285.632419:_LptD	2349	12835	LptD	100.0	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_6_length_298106_cov_277.602056:_acrB	3147	17202	acrB	91.52	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	Klebsiella pneumoniae
Klebsiella_pneumoniae_6_length_298106_cov_277.602056:_vanG	1098	6280	vanG	38.66	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Klebsiella pneumoniae
Klebsiella_pneumoniae_7_length_295899_cov_296.016175:_eptB	1674	10528	eptB	99.28	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	97.04	Klebsiella pneumoniae
Klebsiella_pneumoniae_7_length_295899_cov_296.016175:_PmrF	984	6150	PmrF	83.69	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Klebsiella pneumoniae
Klebsiella_pneumoniae_7_length_295899_cov_296.016175:_ArnT	1656	10056	ArnT	99.64	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_7_length_295899_cov_296.016175:_CRP	633	3606	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_8_length_269659_cov_264.669818:_mdtB	3123	16811	mdtB	90.1	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_8_length_269659_cov_264.669818:_mdtC	3078	15709	mdtC	91.51	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_8_length_269659_cov_264.669818:_baeR	723	3972	baeR	91.67	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_9_length_232040_cov_301.185646:_Escherichia_coli_mdfA	1233	6433	Escherichia coli mdfA	85.61	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_9_length_232040_cov_301.185646:_msbA	1749	9608	msbA	92.78	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_9_length_232040_cov_301.185646:_OmpA	1071	5035	OmpA	99.72	peptide antibiotic	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to peptide antibiotics	95.19	Klebsiella pneumoniae
Klebsiella_pneumoniae_10_length_189498_cov_280.790604:_emrR	531	3141	emrR	92.57	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_10_length_189498_cov_280.790604:_Klebsiella_pneumoniae_KpnG	1173	6684	Klebsiella pneumoniae KpnG	99.74	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_10_length_189498_cov_280.790604:_Klebsiella_pneumoniae_KpnH	1539	8736	Klebsiella pneumoniae KpnH	94.02	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_10_length_189498_cov_280.790604:_rsmA	186	1546	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_12_length_172488_cov_268.854110:_acrD	3114	19730	acrD	91.13	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_24_length_52659_cov_288.942699:_fosA5	420	2943	fosA5	98.56	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_5_length_310566_cov_285.632419:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	10757	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.37	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Klebsiella pneumoniae
Klebsiella_pneumoniae_16_length_114775_cov_299.746282:_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	8344	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	95.03	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_length_649492_cov_238.984512:_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	2577	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	84.03	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Pauljensenia_radingae_4_length_392970_cov_22.788219:_sul1	852	247	sul1	100.0	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	101.43	Pauljensenia radingae
Pauljensenia_radingae_9_length_281551_cov_18.677583:_ErmX	855	195	ErmX	83.1	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	Pauljensenia radingae
Pauljensenia_radingae_69_length_93312_cov_20.457381:_qacG	321	90	qacG	39.81	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	99.07	Pauljensenia radingae
Peptoniphilus_A_sp900538655_1_length_216425_cov_32.498230:_vanT_gene_in_vanG_cluster	1158	739	vanT gene in vanG cluster	35.03	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	54.07	Peptoniphilus A sp900538655
Peptoniphilus_A_sp900538655_6_length_86257_cov_33.628104:_vanW_gene_in_vanI_cluster	1395	870	vanW gene in vanI cluster	33.02	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	124.40	Peptoniphilus A sp900538655
Veillonella_dispar_A_1_length_774343_cov_63.640137:_vanW_gene_in_vanI_cluster	1341	1356	vanW gene in vanI cluster	29.19	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	119.57	Veillonella dispar A
Veillonella_dispar_A_3_length_167392_cov_75.433368:_qacG	330	492	qacG	44.76	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	Veillonella dispar A
Veillonella_dispar_A_10_length_69320_cov_76.925003:_tetM	1479	4338	tet(M)	96.54	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	77.00	Veillonella dispar A
NODE_84_length_77197_13_APH2If	894	321	APH(2'')-If	100.0	aminoglycoside antibiotic	antibiotic inactivation	APH(2'')	100.00	unclassified
NODE_649_length_6510_7_ErmB	738	397	ErmB	98.37	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	unclassified
NODE_702_length_5764_2_AAC6IeAPH2Ia_bifunctional_protein	1440	298	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	99.79	aminoglycoside antibiotic	antibiotic inactivation	APH(2''); AAC(6')	100.00	unclassified
NODE_702_length_5764_5_SAT4	543	133	SAT-4	99.44	nucleoside antibiotic	antibiotic inactivation	streptothricin acetyltransferase (SAT)	100.00	unclassified
NODE_702_length_5764_6_APH3IIIa	786	166	APH(3')-IIIa	100.0	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	98.86	unclassified
NODE_1547_length_1449_1_23S_rRNA_adenine2058N6methyltransferase_ErmA	732	620	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	100.0	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_1633_length_1341_2_qacG	312	13	qacG	43.88	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	97.20	unclassified
NODE_2496_length_873_1_tetM	624	1767	tet(M)	99.04	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	32.55	unclassified
NODE_3357_length_664_1_tetM	663	2060	tet(M)	98.64	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	34.59	unclassified
NODE_7430_length_370_1_vanY_gene_in_vanM_cluster	369	7	vanY gene in vanM cluster	40.35	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	52.79	unclassified
NODE_979_length_3145_2_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	9560	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	92.62	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	unclassified
