ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Escherichia_coli_47_length_177899_cov_27.270501:_eptA	1644	780	eptA	98.17	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia coli
Escherichia_coli_47_length_177899_cov_27.270501:_mdtN	1032	408	mdtN	98.54	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_47_length_177899_cov_27.270501:_mdtO	2052	754	mdtO	98.54	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_47_length_177899_cov_27.270501:_mdtP	1467	546	mdtP	98.16	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_51_length_174713_cov_23.228830:_Escherichia_coli_mdfA	1233	546	Escherichia coli mdfA	97.07	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_53_length_170892_cov_22.770553:_Escherichia_coli_emrE	333	113	Escherichia coli emrE	98.18	macrolide antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_72_length_146718_cov_26.831982:_gadX	825	296	gadX	93.07	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_72_length_146718_cov_26.831982:_gadW	729	226	gadW	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_72_length_146718_cov_26.831982:_mdtF	3114	1433	mdtF	99.42	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_72_length_146718_cov_26.831982:_mdtE	1158	420	mdtE	99.74	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_91_length_124138_cov_26.400305:_rsmA	186	273	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_151_length_84482_cov_29.317292:_cpxA	1374	1286	cpxA	100.0	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_201_length_68710_cov_24.609264:_emrR	531	387	emrR	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_201_length_68710_cov_24.609264:_emrA	1173	805	emrA	99.74	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_201_length_68710_cov_24.609264:_emrB	1539	1440	emrB	99.8	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_272_length_53698_cov_27.271573:_CRP	633	606	CRP	99.52	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_289_length_50707_cov_24.034056:_kdpE	678	454	kdpE	99.55	aminoglycoside antibiotic	antibiotic efflux	kdpDE	100.00	Escherichia coli
Escherichia_coli_461_length_32857_cov_28.038626:_EC5	1134	398	EC-5	98.94	cephalosporin	antibiotic inactivation	EC beta-lactamase	100.00	Escherichia coli
Escherichia_coli_1030_length_13397_cov_26.712337:_mdtM	1260	683	mdtM	97.52	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	102.20	Escherichia coli
Escherichia_coli_1124_length_12020_cov_27.755203:_AcrF	3105	1503	AcrF	99.52	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_1124_length_12020_cov_27.755203:_AcrE	1158	469	AcrE	99.22	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_1124_length_12020_cov_27.755203:_AcrS	663	233	AcrS	98.64	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_1456_length_8990_cov_22.168551:_HNS	414	333	H-NS	100.0	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_3_length_395037_cov_23.075578:_Escherichia_coli_GlpT_with_mutation_conferring_resistance_to_fosfomycin	1359	1085	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	99.56	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant GlpT	100.00	Escherichia coli
Escherichia_coli_61_length_159787_cov_26.127069:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	1795	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	53.29	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Escherichia coli
Escherichia_coli_644_length_22158_cov_32.868072:_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	4575	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	99.24	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Escherichia coli
Escherichia_coli_9_length_321822_cov_25.095951:_Escherichia_coli_AcrABTolC_with_AcrR_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime	648	276	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_47_length_177899_cov_27.270501:_Escherichia_coli_soxR_with_mutation_conferring_antibiotic_resistance	465	270	Escherichia coli soxR with mutation conferring antibiotic resistance	99.35	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli
Escherichia_coli_47_length_177899_cov_27.270501:_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	324	149	Escherichia coli soxS with mutation conferring antibiotic resistance	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	Escherichia coli
Finegoldia_magna_F_2_length_233041_cov_13.312386:_vanY_gene_in_vanM_cluster	1362	392	vanY gene in vanM cluster	41.26	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	194.42	Finegoldia magna F
Finegoldia_magna_F_2_length_233041_cov_13.312386:_vanT_gene_in_vanG_cluster	1176	370	vanT gene in vanG cluster	37.1	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	54.92	Finegoldia magna F
Finegoldia_magna_F_28_length_4402_cov_9.193757:_mdeA	1356	449	mdeA	74.89	fluoroquinolone antibiotic; aminoglycoside antibiotic; penam; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	99.56	Finegoldia magna F
Fusicatenibacter_saccharivorans_7_length_351740_cov_256.317142:_vanT_gene_in_vanG_cluster	1125	4044	vanT gene in vanG cluster	40.16	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.53	Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans_17_length_258353_cov_257.709916:_vanW_gene_in_vanI_cluster	1554	5161	vanW gene in vanI cluster	39.32	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	138.61	Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans_21_length_247747_cov_304.634171:_vanW_gene_in_vanI_cluster	1473	5141	vanW gene in vanI cluster	34.8	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	131.37	Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans_128_length_94035_cov_229.869760:_vanH_gene_in_vanB_cluster	993	2991	vanH gene in vanB cluster	36.99	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	102.17	Fusicatenibacter saccharivorans
Negativicoccus_succinicivorans_153_length_2977_cov_2.480000:_vanW_gene_in_vanI_cluster	1419	78	vanW gene in vanI cluster	36.52	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	126.54	Negativicoccus succinicivorans
Pauljensenia_radingae_3_length_258490_cov_32.210407:_ErmX	855	3835	ErmX	84.15	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	Pauljensenia radingae
Pauljensenia_radingae_5_length_201806_cov_33.159997:_qacG	321	217	qacG	39.81	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	99.07	Pauljensenia radingae
UBA11774_sp003507655_1167_length_11537_cov_3.513151:_vanW_gene_in_vanI_cluster	1581	62	vanW gene in vanI cluster	34.62	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	141.02	UBA11774 sp003507655
UBA11774_sp003507655_1524_length_8576_cov_3.517897:_tetO	1797	58	tet(O)	98.0	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	93.74	UBA11774 sp003507655
UBA11774_sp003507655_3530_length_3233_cov_2.681246:_vanT_gene_in_vanG_cluster	1146	40	vanT gene in vanG cluster	36.71	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	53.51	UBA11774 sp003507655
Varibaculum_cambriense_A_4_length_383478_cov_81.697220:_ErmX	855	3817	ErmX	84.51	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	Varibaculum cambriense A
NODE_58_length_167506_61_vanG	1098	170	vanG	38.38	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	unclassified
NODE_62_length_156695_88_OXY11	876	135	OXY-1-1	100.0	monobactam; cephalosporin; penam	antibiotic inactivation	OXY beta-lactamase	100.00	unclassified
NODE_71_length_147134_109_acrD	3114	813	acrD	91.13	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_98_length_116372_29_Klebsiella_pneumoniae_KpnF	330	46	Klebsiella pneumoniae KpnF	90.83	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_98_length_116372_30_Klebsiella_pneumoniae_KpnE	363	48	Klebsiella pneumoniae KpnE	86.67	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_99_length_116304_8_Klebsiella_pneumoniae_KpnH	1539	377	Klebsiella pneumoniae KpnH	93.63	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_99_length_116304_9_Klebsiella_pneumoniae_KpnG	1173	345	Klebsiella pneumoniae KpnG	95.9	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_99_length_116304_10_emrR	531	274	emrR	93.14	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_144_length_86201_8_LptD	2349	736	LptD	100.0	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	unclassified
NODE_157_length_81748_27_evgS	3594	936	evgS	96.66	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_157_length_81748_28_evgA	615	277	evgA	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_157_length_81748_29_emrK	1164	358	emrK	98.86	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	110.26	unclassified
NODE_157_length_81748_30_emrY	1539	470	emrY	99.8	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_158_length_80670_25_mdtB	3123	817	mdtB	90.77	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_158_length_80670_26_mdtC	3078	764	mdtC	91.32	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_158_length_80670_29_baeR	723	177	baeR	92.5	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_159_length_79473_19_vanG	1113	154	vanG	38.94	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	106.02	unclassified
NODE_160_length_79378_24_marA	381	35	marA	91.13	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	99.21	unclassified
NODE_175_length_76342_54_Enterobacter_cloacae_acrA	1194	590	Enterobacter cloacae acrA	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_175_length_76342_55_acrB	3147	746	acrB	92.56	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	unclassified
NODE_178_length_75340_62_bacA	822	355	bacA	91.21	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	unclassified
NODE_230_length_60830_23_APH3Ia	816	72	APH(3')-Ia	97.42	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100.00	unclassified
NODE_239_length_59034_43_PmrF	984	232	PmrF	84.78	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	unclassified
NODE_241_length_58584_2_oqxA	1176	230	oqxA	93.35	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_241_length_58584_36_Klebsiella_pneumoniae_KpnF	330	33	Klebsiella pneumoniae KpnF	86.24	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
