ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterobacter_himalayensis_69_18_adeF	3114	3074	adeF	40.63	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.92	Enterobacter himalayensis
Enterobacter_himalayensis_91_6_emrB	1548	8613	emrB	93.47	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.59	Enterobacter himalayensis
Enterobacter_himalayensis_91_8_emrR	531	1745	emrR	94.86	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_6_39_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	9689	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	94.38	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_8_55_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	11102	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.57	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Enterobacter himalayensis
Enterobacter_himalayensis_17_21_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	636	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	90.97	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_31_46_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	327	216	Escherichia coli soxS with mutation conferring antibiotic resistance	90.65	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.93	Enterobacter himalayensis
Enterococcus_faecalis_1_108_lsaA	1497	675	lsaA	98.8	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_2_72_dfrE	495	165	dfrE	98.78	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_2_500_emeA	1155	429	emeA	97.71	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Enterococcus_faecalis_3_89_tetM	1920	800	tet(M)	94.05	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_3_220_vanT_gene_in_vanG_cluster	1116	547	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Enterococcus_faecalis_12_15_efrA	1719	807	efrA	99.3	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.48	Enterococcus faecalis
Klebsiella_quasipneumoniae_1_560_mdtB	3123	20112	mdtB	90.19	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_1_561_mdtC	3078	18559	mdtC	91.61	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_1_564_baeR	723	4464	baeR	92.08	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_4_321_Klebsiella_pneumoniae_OmpK37	1125	9780	Klebsiella pneumoniae OmpK37	95.99	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to beta-lactams	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_6_116_vanG	1098	7525	vanG	38.66	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_6_236_acrB	3147	26638	acrB	91.13	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_8_22_Klebsiella_pneumoniae_KpnE	363	2010	Klebsiella pneumoniae KpnE	95.83	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_8_23_Klebsiella_pneumoniae_KpnF	330	2249	Klebsiella pneumoniae KpnF	99.08	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_8_65_OKPB6	861	4356	OKP-B-6	100.0	cephalosporin; penam	antibiotic inactivation	OKP beta-lactamase	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_8_86_marA	381	2355	marA	92.74	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	99.21	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_10_61_PmrF	984	7903	PmrF	83.69	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_10_64_ArnT	1656	13523	ArnT	97.1	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_10_160_CRP	633	4733	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_13_166_LptD	2349	15967	LptD	98.72	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_16_50_Escherichia_coli_mdfA	1233	7951	Escherichia coli mdfA	85.12	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_19_102_acrD	3114	24450	acrD	90.94	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_20_75_oqxA	1176	8703	oqxA	96.93	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_20_76_oqxB	3153	21268	oqxB	98.76	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_20_140_emrR	531	3587	emrR	92.57	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_20_141_Klebsiella_pneumoniae_KpnG	1173	9125	Klebsiella pneumoniae KpnG	98.97	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_20_142_Klebsiella_pneumoniae_KpnH	1539	11255	Klebsiella pneumoniae KpnH	94.02	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_21_1_rsmA	186	1960	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_22_72_OmpA	1071	6110	OmpA	99.72	peptide antibiotic	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to peptide antibiotics	95.19	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_22_107_msbA	1749	12129	msbA	92.61	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_27_109_eptB	1695	13763	eptB	98.56	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	98.26	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_38_69_FosA6	420	3651	FosA6	96.4	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_6_238_Klebsiella_pneumoniae_acrR_with_mutation_conferring_multidrug_antibiotic_resistance	651	4605	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	98.61	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_10_179_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	8260	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	97.97	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_13_129_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	12613	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.2	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_23_78_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	11361	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	95.25	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_80_32_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	8541	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	97.97	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_8_87_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	2970	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	84.03	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_24_63_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	330	2918	Escherichia coli soxS with mutation conferring antibiotic resistance	89.72	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	101.87	Klebsiella quasipneumoniae
NODE_179_length_6510_7_ErmB	738	299	ErmB	98.78	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	unclassified
NODE_188_length_5764_3_APH3IIIa	786	322	APH(3')-IIIa	100.0	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	98.86	unclassified
NODE_188_length_5764_4_SAT4	543	262	SAT-4	99.44	nucleoside antibiotic	antibiotic inactivation	streptothricin acetyltransferase (SAT)	100.00	unclassified
NODE_188_length_5764_7_AAC6IeAPH2Ia_bifunctional_protein	1440	555	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	99.79	aminoglycoside antibiotic	antibiotic inactivation	APH(2''); AAC(6')	100.00	unclassified
NODE_1164_length_725_1_vanY_gene_in_vanB_cluster	723	22	vanY gene in vanB cluster	31.32	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	89.93	unclassified
