ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Staphylococcus_epidermidis_1_156_dfrG	498	68	dfrG	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_2_10_dfrC	486	113	dfrC	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_5_110_mgrA	444	314	mgrA	94.56	fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_5_118_norA	1164	210	norA	100.0	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_6_63_PC1_betalactamase_blaZ	846	144	PC1 beta-lactamase (blaZ)	95.02	penam	antibiotic inactivation	BlaZ beta-lactamase	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_8_110_sdrM	1338	175	sdrM	73.26	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	99.55	Staphylococcus epidermidis
Staphylococcus_epidermidis_8_111_sepA	468	93	sepA	70.97	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	98.73	Staphylococcus epidermidis
Staphylococcus_epidermidis_9_65_norC	1401	191	norC	61.99	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.87	Staphylococcus epidermidis
Staphylococcus_epidermidis_21_27_mphC	900	208	mphC	98.66	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_21_28_msrA	1467	735	msrA	98.36	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection	msr-type ABC-F protein	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_42_3_mecI	372	322	mecI	100.0	penam	antibiotic target replacement	methicillin resistant PBP2	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_42_4_mecR1	1758	632	mecR1	100.0	penam	antibiotic target replacement	methicillin resistant PBP2	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_42_5_mecA	2007	889	mecA	99.7	penam	antibiotic target replacement	methicillin resistant PBP2	100.00	Staphylococcus epidermidis
NODE_100_length_25371_9_qacA	1545	713	qacA	99.81	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_100_length_25371_30_qacA	1545	678	qacA	99.81	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_310_length_2709_2_APH3IIIa	795	22717	APH(3')-IIIa	100.0	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100.00	unclassified
NODE_310_length_2709_3_SAT4	543	15775	SAT-4	99.44	nucleoside antibiotic	antibiotic inactivation	streptothricin acetyltransferase (SAT)	100.00	unclassified
NODE_310_length_2709_4_aad6	798	24578	aad(6)	100.0	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)	96.01	unclassified
NODE_323_length_2379_2_ErmC	735	463	ErmC	99.59	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_326_length_2347_2_catA8	648	5310	catA8	99.53	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	100.00	unclassified
NODE_330_length_2257_2_AAC6IeAPH2Ia_bifunctional_protein	1440	10906	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	100.0	aminoglycoside antibiotic	antibiotic inactivation	APH(2''); AAC(6')	100.00	unclassified
NODE_412_length_1500_2_vanY_gene_in_vanB_cluster	576	272	vanY gene in vanB cluster	35.52	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	71.27	unclassified
NODE_616_length_995_2_ErmB	744	14990	ErmB	98.78	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	99.60	unclassified
NODE_1000_length_679_1_sdrM	675	13	sdrM	72.0	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	50.34	unclassified
