ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
NODE_1649_length_11019_cov_55.883437_8_Bifidobacterium_bifidum_ileS_conferring_resistance_to_mupirocin	3264	17114	Bifidobacterium bifidum ileS conferring resistance to mupirocin	99.45	mupirocin-like antibiotic	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	98.28	unclassified
NODE_1657_length_10959_cov_5.218360_4_sul1	840	39	sul1	100.0	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	100.00	unclassified
NODE_1657_length_10959_cov_5.218360_7_DHA1	1140	81	DHA-1	100.0	cephalosporin; cephamycin	antibiotic inactivation	DHA beta-lactamase	100.00	unclassified
NODE_1930_length_9446_cov_16.663827_8_tetA	1275	287	tet(A)	98.81	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_2185_length_8234_cov_264.936056_2_Bifidobacterium_adolescentis_rpoB_mutants_conferring_resistance_to_rifampicin	3561	1786	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	97.98	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	100.00	unclassified
NODE_2551_length_7051_cov_26.354488_6_Campylobacter_coli_chloramphenicol_acetyltransferase	624	221	Campylobacter coli chloramphenicol acetyltransferase	96.14	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	100.00	unclassified
NODE_2565_length_7027_cov_32.894435_4_APH6Id	837	375	APH(6)-Id	99.64	aminoglycoside antibiotic	antibiotic inactivation	APH(6)	100.00	unclassified
NODE_2565_length_7027_cov_32.894435_8_sul2	816	212	sul2	100.0	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	100.00	unclassified
NODE_5062_length_3481_cov_65.120841_3_Mrx	1239	1041	Mrx	100.0	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	unclassified
NODE_5062_length_3481_cov_65.120841_4_mphA	906	1109	mphA	99.67	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	unclassified
NODE_6074_length_2885_cov_22.055477_2_tetB	1206	419	tet(B)	99.0	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_6225_length_2819_cov_6.402677_1_tet32	1920	619	tet(32)	98.59	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	unclassified
NODE_6308_length_2781_cov_89.651504_1_tetO	1920	2740	tet(O)	99.37	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	unclassified
NODE_6391_length_2741_cov_47.411392_2_ErmB	738	839	ErmB	97.55	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	unclassified
NODE_9218_length_1863_cov_754.207965_2_ErmX	855	10051	ErmX	90.14	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_9661_length_1776_cov_6.068565_3_Escherichia_coli_emrE	333	75	Escherichia coli emrE	99.09	macrolide antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	unclassified
NODE_15118_length_1098_cov_83.443912_1_TEM1	861	1176	TEM-1	100.0	monobactam; cephalosporin; penam; penem	antibiotic inactivation	TEM beta-lactamase	100.00	unclassified
NODE_22260_length_711_cov_9.237805_1_dfrF	495	80	dfrF	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	unclassified
NODE_3703_length_4912_cov_3.420836_4_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	1477	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	92.62	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	unclassified
NODE_1455_length_12587_cov_11.550670_7_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	0	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_6074_length_2885_cov_22.055477_1_tetR	624	256	tetR	100.0	tetracycline antibiotic	antibiotic target alteration; antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	99.52	unclassified
