ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterobacter_ludwigii_4_72_mdtB	3123	11924	mdtB	90	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_4_73_mdtC	3078	15680	mdtC	91.32	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_4_76_baeR	723	2483	baeR	95.42	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_5_27_PmrF	984	4991	PmrF	84.78	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Enterobacter ludwigii
Enterobacter_ludwigii_5_146_CRP	633	3808	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_6_58_bacA	822	1170	bacA	94.14	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100	Enterobacter ludwigii
Enterobacter_ludwigii_7_14_Escherichia_coli_mdfA	1233	3931	Escherichia coli mdfA	86.24	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_8_86_acrD	3114	8227	acrD	90.84	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_10_67_emrR	531	861	emrR	94.29	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_10_68_emrA	1173	4274	emrA	85.9	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_10_69_Klebsiella_pneumoniae_KpnH	1548	7733	Klebsiella pneumoniae KpnH	92.08	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.59	Enterobacter ludwigii
Enterobacter_ludwigii_18_53_vanG	1101	2989	vanG	39.89	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.87	Enterobacter ludwigii
Enterobacter_ludwigii_20_1_rsmA	186	1896	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_25_63_adeF	3114	6313	adeF	40.82	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.92	Enterobacter ludwigii
Enterobacter_ludwigii_45_26_msbA	1749	6227	msbA	94.67	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_59_12_ACT12	1146	138	ACT-12	98.95	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	ACT beta-lactamase	100	Enterobacter ludwigii
Enterobacter_ludwigii_14_52_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	9511	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	93.74	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100	Enterobacter ludwigii
Enterobacter_ludwigii_1_205_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	677	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	90.97	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_9_54_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	327	1175	Escherichia coli soxS with mutation conferring antibiotic resistance	89.72	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.93	Enterobacter ludwigii
Klebsiella_pneumoniae_1_128_eptB	1674	13427	eptB	99.28	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	97.04	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_184_PmrF	984	8021	PmrF	83.38	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_187_ArnT	1656	12950	ArnT	98.91	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_287_CRP	633	4557	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_3_1_rsmA	186	1913	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_4_105_vanG	1098	7758	vanG	38.66	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Klebsiella pneumoniae
Klebsiella_pneumoniae_4_226_acrB	3147	25435	acrB	91.52	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.9	Klebsiella pneumoniae
Klebsiella_pneumoniae_7_72_OmpA	1071	5852	OmpA	99.72	peptide antibiotic	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to peptide antibiotics	95.19	Klebsiella pneumoniae
Klebsiella_pneumoniae_7_112_msbA	1749	12265	msbA	92.78	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_7_181_Escherichia_coli_mdfA	1233	7344	Escherichia coli mdfA	85.61	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_8_21_LptD	2349	16524	LptD	100	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_9_135_acrD	3114	24757	acrD	91.13	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_11_96_marA	375	2257	marA	92.74	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	97.64	Klebsiella pneumoniae
Klebsiella_pneumoniae_11_116_SHV37	861	5008	SHV-37	100	carbapenem; cephalosporin; penam	antibiotic inactivation	SHV beta-lactamase	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_11_158_Klebsiella_pneumoniae_KpnF	330	2174	Klebsiella pneumoniae KpnF	98.17	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_11_159_Klebsiella_pneumoniae_KpnE	363	1857	Klebsiella pneumoniae KpnE	99.17	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_13_146_Klebsiella_pneumoniae_OmpK37	1125	13312	Klebsiella pneumoniae OmpK37	99.47	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to beta-lactams	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_17_127_FosA6	420	3518	FosA6	99.28	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_20_33_baeR	723	4733	baeR	91.67	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_20_36_mdtC	3078	18852	mdtC	91.61	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_20_37_mdtB	3123	19953	mdtB	90	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_24_33_oqxA	1176	8288	oqxA	100	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_24_35_adeF	2688	18391	adeF	59.66	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	84.51	Klebsiella pneumoniae
Klebsiella_pneumoniae_24_82_emrR	531	3772	emrR	92.57	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_24_83_Klebsiella_pneumoniae_KpnG	1173	8450	Klebsiella pneumoniae KpnG	99.74	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_24_84_Klebsiella_pneumoniae_KpnH	1539	10993	Klebsiella pneumoniae KpnH	94.02	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_1_306_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	17876	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	97.97	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Klebsiella pneumoniae
Klebsiella_pneumoniae_8_58_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	13113	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.37	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Klebsiella pneumoniae
Klebsiella_pneumoniae_18_87_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	11276	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	95.03	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100	Klebsiella pneumoniae
Klebsiella_pneumoniae_11_95_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	2785	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	84.03	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Klebsiella pneumoniae
NODE_312_length_2867_1_APH3Ia	816	38	APH(3')-Ia	99.63	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100	unclassified
NODE_6038_length_213_1_qacJ	159	6	qacJ	69.81	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	49.53	unclassified
