ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterobacter_ludwigii_5_432_ACT54	1146	6691	ACT-54	99.48	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	ACT beta-lactamase	100	Enterobacter ludwigii
Enterobacter_ludwigii_7_48_PmrF	984	6050	PmrF	84.78	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Enterobacter ludwigii
Enterobacter_ludwigii_7_167_CRP	633	3598	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_8_105_Escherichia_coli_mdfA	1233	5995	Escherichia coli mdfA	86.24	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_9_122_acrD	3114	17556	acrD	90.94	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_5_108_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	9675	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	53.1	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Enterobacter ludwigii
Enterobacter_ludwigii_6_79_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	9265	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	93.95	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100	Enterobacter ludwigii
Enterobacter_ludwigii_6_237_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	7129	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	98.73	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Enterobacter ludwigii
Enterobacter_ludwigii_7_195_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	6649	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	98.73	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Enterobacter ludwigii
Enterobacter_ludwigii_1_60_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	2175	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	90.97	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter ludwigii
Enterobacter_ludwigii_10_52_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	327	2219	Escherichia coli soxS with mutation conferring antibiotic resistance	89.72	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.93	Enterobacter ludwigii
Enterococcus_faecalis_4_89_tetM	1920	252	tet(M)	94.05	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100	Enterococcus faecalis
Enterococcus_faecalis_9_50_dfrE	495	72	dfrE	98.78	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100	Enterococcus faecalis
Enterococcus_faecalis_11_60_lsaA	1497	173	lsaA	98.8	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100	Enterococcus faecalis
Enterococcus_faecalis_16_44_vanT_gene_in_vanG_cluster	1116	121	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Enterococcus_faecalis_17_27_efrA	1719	208	efrA	99.3	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.48	Enterococcus faecalis
Enterococcus_faecalis_35_8_emeA	1155	97	emeA	97.71	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Pseudomonas_aeruginosa_1_234_OprM	1458	487	OprM	100	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_1_235_MexB	3141	3428	MexB	99.62	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_1_236_MexA	1152	122	MexA	100	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_2_177_PmpM	1434	130	PmpM	99.58	fluoroquinolone antibiotic; aminoglycoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_2_242_mexM	1158	141	mexM	98.96	phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_2_243_mexN	3111	353	mexN	99.61	phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_3_2_vanT_gene_in_vanG_cluster	1092	148	vanT gene in vanG cluster	33.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	50.98	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_3_46_OpmH	1449	369	OpmH	100	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_3_63_Pseudomonas_aeruginosa_emrE	333	47	Pseudomonas aeruginosa emrE	100	aminoglycoside antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_4_160_basS	1434	534	basS	99.16	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_6_73_vanW_gene_in_vanG_cluster	822	103	vanW gene in vanG cluster	32.58	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	97.15	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_6_103_Pseudomonas_aeruginosa_catB7	639	68	Pseudomonas aeruginosa catB7	98.58	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_7_98_OXA488	789	92	OXA-488	100	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_8_13_vanH_gene_in_vanB_cluster	990	114	vanH gene in vanB cluster	40.91	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	101.86	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_8_35_rsmA	186	187	rsmA	100	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_28_MexE	1245	134	MexE	99.28	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_29_MexF	3189	1592	MexF	100	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_30_OprN	1419	146	OprN	99.79	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_61_OpmB	1497	139	OpmB	100	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_62_MuxC	3111	2043	MuxC	100	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_63_MuxB	3132	1907	MuxB	100	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_64_MuxA	1281	598	MuxA	99.53	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_11_18_opmE	1476	139	opmE	99.39	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_11_19_mexQ	3162	3059	mexQ	99.53	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_11_20_mexP	1158	110	mexP	99.48	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_11_51_arnA	1989	201	arnA	99.55	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_12_20_ArmR	162	17	ArmR	94.34	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_13_108_FosA	408	47	FosA	99.26	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_14_73_TriA	1104	183	TriA	98.37	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	95.82	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_14_74_TriB	1071	266	TriB	100	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_14_75_TriC	3048	734	TriC	99.9	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_20_10_PDC35	1194	143	PDC-35	100	monobactam; carbapenem; cephalosporin	antibiotic inactivation	PDC beta-lactamase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_23_57_cprS	1296	371	cprS	99.54	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_23_58_cprR	672	57	cprR	100	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_25_40_MexW	3057	523	MexW	99.8	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_25_41_MexV	1131	119	MexV	99.2	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_27_22_MexL	639	248	MexL	100	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_27_23_MexJ	1104	278	MexJ	99.73	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_27_24_MexK	3078	667	MexK	100	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_28_14_ParR	708	105	ParR	99.15	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_28_15_ParS	1287	341	ParS	99.77	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_33_32_OprJ	1440	192	OprJ	99.16	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_33_33_MexD	3132	636	MexD	95.43	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_33_34_MexC	1065	130	MexC	98.87	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	91.47	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_38_64_Pseudomonas_aeruginosa_CpxR	678	124	Pseudomonas aeruginosa CpxR	100	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_51_19_mexY	3138	821	mexY	93.69	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.9	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_53_26_MexG	447	238	MexG	100	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_53_27_MexH	1113	122	MexH	99.73	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_53_28_MexI	3090	991	MexI	99.9	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_53_29_OpmD	1464	378	OpmD	99.38	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_70_33_bcr1	1209	131	bcr-1	99.75	bicyclomycin-like antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_88_4_Pseudomonas_aeruginosa_soxR	471	58	Pseudomonas aeruginosa soxR	100	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_93_4_YajC	339	183	YajC	100	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; oxazolidinone antibiotic; glycopeptide antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_4_161_basR	666	131	basR	99.55	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_1_237_MexR	444	149	MexR	97.92	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_26_MexS	1020	118	MexS	100	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_9_27_MexT	915	96	MexT	99.63	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	87.61	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_11_72_nalD	639	76	nalD	100	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_12_22_nalC	642	65	nalC	98.59	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_33_35_Type_B_NfxB	564	54	Type B NfxB	100	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_51_21_MexZ	633	56	MexZ	100	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Pseudomonas aeruginosa
Veillonella_parvula_6_7_qacG	330	266	qacG	44.76	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	Veillonella parvula
Veillonella_parvula_9_100_vanW_gene_in_vanI_cluster	1347	997	vanW gene in vanI cluster	34.93	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	120.11	Veillonella parvula
