ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Pantoea_septica_18_77_Klebsiella_pneumoniae_KpnH	1536	914	Klebsiella pneumoniae KpnH	87.58	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	99.80	Pantoea septica
Pantoea_septica_7_77_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	934	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	53.26	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Pantoea septica
Pseudomonas_aeruginosa_12_3_OXA488	789	38	OXA-488	100.0	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_28_7_bcr1	873	68	bcr-1	100.0	bicyclomycin-like antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	72.14	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_108_2_OprN	1419	74	OprN	99.79	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_108_3_adeF	3045	633	adeF	66.83	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	95.75	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_118_2_TriC	3048	217	TriC	99.41	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_118_3_TriB	966	48	TriB	100.0	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	90.17	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_120_2_MexI	3090	285	MexI	99.81	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_150_3_mexN	2901	247	mexN	99.38	phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	93.24	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_189_2_MexK	3024	283	MexK	100.0	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.34	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_200_1_OpmH	1449	68	OpmH	100.0	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_259_2_opmE	1476	62	opmE	99.39	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_400_4_MexA	1152	50	MexA	100.0	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_437_1_OprM	1437	75	OprM	99.57	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.56	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_558_1_MuxA	1281	90	MuxA	99.53	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_566_2_Pseudomonas_aeruginosa_emrE	333	28	Pseudomonas aeruginosa emrE	100.0	aminoglycoside antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_632_1_mexP	1158	48	mexP	99.48	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_677_2_APH3IIb	807	47	APH(3')-IIb	98.88	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_1090_2_mexM	1158	104	mexM	98.96	phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_1251_2_FosA	408	35	FosA	99.26	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_902_2_basR	666	61	basR	99.55	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_379_2_nalC	642	36	nalC	98.59	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_400_3_MexR	444	7	MexR	99.32	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_418_3_MexZ	633	22	MexZ	100.0	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_498_1_nalD	687	20	nalD	100.0	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	107.55	Pseudomonas aeruginosa
Pseudomonas_aeruginosa_1408_2_Type_B_NfxB	564	32	Type B NfxB	100.0	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Pseudomonas aeruginosa
Staphylococcus_epidermidis_11_166_dfrC	486	94	dfrC	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_28_109_sdrM	1338	175	sdrM	73.26	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	99.55	Staphylococcus epidermidis
Staphylococcus_epidermidis_28_110_sepA	468	75	sepA	70.97	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	98.73	Staphylococcus epidermidis
Staphylococcus_epidermidis_29_19_norC	1401	212	norC	61.99	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.87	Staphylococcus epidermidis
Staphylococcus_epidermidis_30_14_norA	1164	162	norA	100.0	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_30_22_mgrA	444	294	mgrA	94.56	fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_49_3_PC1_betalactamase_blaZ	846	357	PC1 beta-lactamase (blaZ)	94.66	penam	antibiotic inactivation	BlaZ beta-lactamase	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_116_1_mecI	372	313	mecI	100.0	penam	antibiotic target replacement	methicillin resistant PBP2	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_116_2_mecR1	1758	563	mecR1	100.0	penam	antibiotic target replacement	methicillin resistant PBP2	100.00	Staphylococcus epidermidis
Staphylococcus_epidermidis_116_3_mecA	2007	1027	mecA	99.7	penam	antibiotic target replacement	methicillin resistant PBP2	100.00	Staphylococcus epidermidis
NODE_93_length_13071_1_qacJ	324	119	qacJ	71.96	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	unclassified
NODE_93_length_13071_4_Staphylococcus_aureus_mupA_conferring_resistance_to_mupirocin	3075	1147	Staphylococcus aureus mupA conferring resistance to mupirocin	99.61	mupirocin-like antibiotic	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	100.00	unclassified
NODE_101_length_11179_1_msrA	1467	545	msrA	98.36	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection	msr-type ABC-F protein	100.00	unclassified
NODE_101_length_11179_2_mphC	900	344	mphC	98.66	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	unclassified
NODE_101_length_11179_6_qacA	1545	846	qacA	99.81	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_234_length_4402_3_tetK	1380	2853	tet(K)	100.0	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_503_length_3044_1_qacG	327	20	qacG	55.66	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.93	unclassified
NODE_792_length_2470_2_ErmC	735	264	ErmC	99.59	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_1292_length_1894_1_patB	1500	67	patB	96.6	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	85.03	unclassified
NODE_1767_length_1585_1_ANT4Ib	771	344	ANT(4')-Ib	99.6	aminoglycoside antibiotic	antibiotic inactivation	ANT(4')	101.19	unclassified
NODE_3625_length_939_2_Pseudomonas_aeruginosa_soxR	471	24	Pseudomonas aeruginosa soxR	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_3751_length_913_2_MexL	639	51	MexL	100.0	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_4081_length_851_2_vanW_gene_in_vanG_cluster	459	12	vanW gene in vanG cluster	37.09	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	54.45	unclassified
NODE_4401_length_794_1_YajC	339	22	YajC	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; oxazolidinone antibiotic; glycopeptide antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_5673_length_614_1_tetM	612	22	tet(M)	94.47	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	31.92	unclassified
NODE_6897_length_496_1_tetM	492	10	tet(M)	96.34	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	25.67	unclassified
NODE_7213_length_472_1_vanY_gene_in_vanM_cluster	471	11	vanY gene in vanM cluster	35.83	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	67.38	unclassified
NODE_2701_length_1181_1_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1179	2058	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	92.33	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	95.84	unclassified
