ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
NODE_654_length_8399_cov_3.462009_5_CRP	633	66	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_684_length_8043_cov_214.455183_6_TolC	1482	5185	TolC	99.8	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	99.60	unclassified
NODE_727_length_7707_cov_160.989284_4_acrD	3114	0	acrD	100.0	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_812_length_7036_cov_187.452084_6_rsmA	186	847	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_946_length_6222_cov_177.090157_6_mdtM	1233	0	mdtM	97.32	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_1172_length_5171_cov_180.510555_3_ugd	1167	1488	ugd	98.2	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	unclassified
NODE_1351_length_4582_cov_8.358516_6_SHV12	861	92	SHV-12	100.0	carbapenem; cephalosporin; penam	antibiotic inactivation	SHV beta-lactamase	100.00	unclassified
NODE_1514_length_4175_cov_232.408981_2_Mrx	1239	3372	Mrx	100.0	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	unclassified
NODE_1559_length_4062_cov_2.199151_5_marA	381	12	marA	92.74	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	99.21	unclassified
NODE_1835_length_3531_cov_2.443326_1_msbA	1749	126	msbA	91.92	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	unclassified
NODE_2105_length_3149_cov_6.738526_3_CTXM15	876	78	CTX-M-15	100.0	cephalosporin; penam	antibiotic inactivation	CTX-M beta-lactamase	100.00	unclassified
NODE_2107_length_3148_cov_2.504688_2_Klebsiella_pneumoniae_KpnH	1539	136	Klebsiella pneumoniae KpnH	93.23	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_2575_length_2656_cov_108.787389_3_dfrA14	475	988	dfrA14	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	96.82	unclassified
NODE_2714_length_2541_cov_211.006838_2_AcrE	1158	0	AcrE	98.96	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_2898_length_2392_cov_3.047069_2_emrR	531	30	emrR	92.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_2945_length_2361_cov_2.225932_3_tetA	1275	43	tet(A)	98.57	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_3403_length_2091_cov_170.457269_1_HNS	414	1259	H-NS	100.0	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_3597_length_1992_cov_319.520909_3_TEM1	861	4885	TEM-1	100.0	monobactam; cephalosporin; penam; penem	antibiotic inactivation	TEM beta-lactamase	100.00	unclassified
NODE_4680_length_1595_cov_2.688961_2_emrR	531	23	emrR	92.57	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_4992_length_1513_cov_2.375171_2_AAC6Ig	438	20	AAC(6')-Ig	100.0	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')	100.00	unclassified
NODE_5289_length_1441_cov_3.479798_1_Enterobacter_cloacae_acrA	1194	121	Enterobacter cloacae acrA	96.22	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_7197_length_1136_cov_1.262720_2_AAC3IIc	801	23	AAC(3)-IIc	96.24	aminoglycoside antibiotic	antibiotic inactivation	AAC(3)	93.01	unclassified
NODE_7905_length_1047_cov_190.882056_1_ErmB	738	2431	ErmB	97.96	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	unclassified
NODE_17950_length_495_cov_2.629545_2_ramA	357	27	ramA	99.16	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	95.97	unclassified
NODE_183_length_25521_cov_249.693356_4_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	10119	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	99.75	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	unclassified
NODE_903_length_6484_cov_2.962514_2_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	3213	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	93.74	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	unclassified
NODE_1219_length_4975_cov_3.778455_2_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	1135	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	95.46	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	unclassified
NODE_79_length_49154_cov_110.427544_17_baeR	723	726	baeR	94.98	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_87_length_45790_cov_159.753974_21_Escherichia_coli_AcrABTolC_with_AcrR_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime	648	2199	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_257_length_19553_cov_127.575649_15_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	1112	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	98.61	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_310_length_16561_cov_160.716043_4_Escherichia_coli_soxR_with_mutation_conferring_antibiotic_resistance	465	1719	Escherichia coli soxR with mutation conferring antibiotic resistance	98.7	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_310_length_16561_cov_160.716043_5_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	324	1083	Escherichia coli soxS with mutation conferring antibiotic resistance	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	unclassified
NODE_2656_length_2589_cov_2.294002_2_baeS	1404	874	baeS	99.79	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_3189_length_2215_cov_84.911574_1_baeR	723	804	baeR	95.42	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
Vibrio_cholerae_3_length_246051_cov_30.416621_130_CRP	633	363	CRP	95.24	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Vibrio cholerae
Vibrio_cholerae_14_length_151777_cov_19.119620_80_Vibrio_cholerae_varG	1174	378	Vibrio cholerae varG	100.0	carbapenem	antibiotic inactivation	Subclass B1 Vibrio cholerae varG beta-lactamase	95.90	Vibrio cholerae
Vibrio_cholerae_14_length_151777_cov_19.119620_93_almG	822	229	almG	100.0	peptide antibiotic	antibiotic target alteration	lipid A acyltransferase; polymyxin resistance operon	100.00	Vibrio cholerae
Vibrio_cholerae_14_length_151777_cov_19.119620_94_almF	237	78	almF	100.0	peptide antibiotic	antibiotic target alteration	polymyxin resistance operon; alm glycyl carrier protein	100.00	Vibrio cholerae
Vibrio_cholerae_14_length_151777_cov_19.119620_95_almE	1671	605	almE	98.38	peptide antibiotic	antibiotic target alteration	polymyxin resistance operon; alm glycyltransferase	100.00	Vibrio cholerae
Vibrio_cholerae_48_length_75021_cov_26.927847_62_dfrA1	474	284	dfrA1	99.36	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Vibrio cholerae
Vibrio_cholerae_467_length_11561_cov_27.009299_2_catB9	630	256	catB9	100.0	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	100.00	Vibrio cholerae
