ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Escherichia_flexneri_515_length_23702_cov_74.537108_10_ugd	1167	1874	ugd	98.97	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia flexneri
Escherichia_flexneri_541_length_23087_cov_90.795415_18_mdtN	1032	1350	mdtN	100.0	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_541_length_23087_cov_90.795415_19_mdtO	2052	3079	mdtO	100.0	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_541_length_23087_cov_90.795415_20_mdtP	1467	2141	mdtP	100.0	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_562_length_22528_cov_97.040582_9_TolC	1482	2637	TolC	99.8	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	99.60	Escherichia flexneri
Escherichia_flexneri_805_length_17852_cov_113.219082_10_AcrS	663	1231	AcrS	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_805_length_17852_cov_113.219082_11_AcrE	1158	1868	AcrE	100.0	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_805_length_17852_cov_113.219082_12_AcrF	3105	5489	AcrF	99.9	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_890_length_16537_cov_87.661631_16_rsmA	186	499	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_1008_length_15037_cov_77.446336_6_PmrF	969	1165	PmrF	100.0	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia flexneri
Escherichia_flexneri_1328_length_12238_cov_81.791759_2_YojI	1644	1970	YojI	99.82	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_1401_length_11794_cov_113.163217_7_Escherichia_coli_ampC_betalactamase	1134	2134	Escherichia coli ampC beta-lactamase	97.88	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase	100.00	Escherichia flexneri
Escherichia_flexneri_2738_length_6596_cov_94.688427_2_HNS	414	749	H-NS	100.0	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_3245_length_5638_cov_80.538778_3_QnrS1	657	1071	QnrS1	100.0	fluoroquinolone antibiotic	antibiotic target protection	quinolone resistance protein (qnr)	100.00	Escherichia flexneri
Escherichia_flexneri_3266_length_5608_cov_89.891950_4_emrR	531	692	emrR	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_3266_length_5608_cov_89.891950_5_emrA	1173	1601	emrA	99.74	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_3266_length_5608_cov_89.891950_6_Klebsiella_pneumoniae_KpnH	1314	2031	Klebsiella pneumoniae KpnH	100.0	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	85.55	Escherichia flexneri
Escherichia_flexneri_9173_length_2161_cov_94.405033_2_cpxA	1374	2142	cpxA	100.0	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_14524_length_1423_cov_88.544591_2_CTXM15	876	1292	CTX-M-15	100.0	cephalosporin; penam	antibiotic inactivation	CTX-M beta-lactamase	100.00	Escherichia flexneri
Escherichia_flexneri_178_length_43784_cov_117.472547_64_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	5095	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	99.75	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	Escherichia flexneri
Escherichia_flexneri_438_length_26529_cov_85.889741_11_Escherichia_coli_GlpT_with_mutation_conferring_resistance_to_fosfomycin	1359	1941	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	99.78	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant GlpT	100.00	Escherichia flexneri
Escherichia_flexneri_13_length_149172_cov_81.898536_106_baeR	723	871	baeR	95.83	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_44_length_90798_cov_87.527049_48_Escherichia_coli_AcrABTolC_with_AcrR_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime	648	1164	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_161_length_46781_cov_103.731862_15_Escherichia_coli_soxR_with_mutation_conferring_antibiotic_resistance	465	883	Escherichia coli soxR with mutation conferring antibiotic resistance	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_161_length_46781_cov_103.731862_16_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	324	532	Escherichia coli soxS with mutation conferring antibiotic resistance	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	Escherichia flexneri
Escherichia_flexneri_333_length_30602_cov_75.229221_8_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	731	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Haemophilus_D_parainfluenzae_61_length_5949_cov_6.683577_6_tetR	627	102	tetR	100.0	tetracycline antibiotic	antibiotic target alteration; antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Haemophilus D parainfluenzae
Succinivibrio_sp000431835_31_length_113232_cov_21.090460_111_tetM	1920	815	tet(M)	99.22	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	Succinivibrio sp000431835
NODE_124_length_52107_cov_11.971682_34_tetO	1920	501	tet(O)	97.65	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	unclassified
NODE_173_length_44913_cov_6.566476_9_acrD	3114	534	acrD	91.22	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_337_length_30340_cov_8.193363_30_tet32	1920	312	tet(32)	96.56	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	unclassified
NODE_592_length_21597_cov_5.833813_1_Escherichia_coli_mdfA	1233	198	Escherichia coli mdfA	86.98	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_849_length_17084_cov_112.055787_2_emrY	1539	2776	emrY	99.41	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_849_length_17084_cov_112.055787_4_evgA	615	1150	evgA	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_849_length_17084_cov_112.055787_5_evgS	3594	7123	evgS	99.92	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_861_length_16875_cov_5.460939_9_ramA	375	57	ramA	99.19	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	unclassified
NODE_1097_length_14044_cov_846.299736_12_tetQ	1926	18018	tet(Q)	97.04	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	97.56	unclassified
NODE_1116_length_13901_cov_7.853459_11_CRP	633	79	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1514_length_10992_cov_121.854073_7_mdtE	1158	1818	mdtE	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1514_length_10992_cov_121.854073_8_mdtF	3114	4949	mdtF	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1514_length_10992_cov_121.854073_10_gadW	729	1612	gadW	94.63	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1514_length_10992_cov_121.854073_11_gadX	825	2020	gadX	98.18	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1537_length_10890_cov_7.901154_11_acrB	3147	634	acrB	93.14	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	unclassified
NODE_1803_length_9485_cov_5.601485_2_mdtB	3123	364	mdtB	89.62	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1803_length_9485_cov_5.601485_3_mdtC	3078	322	mdtC	91.89	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1856_length_9254_cov_226.859985_8_CfxA6	966	2525	CfxA6	94.67	cephamycin	antibiotic inactivation	CfxA beta-lactamase	96.98	unclassified
NODE_2023_length_8561_cov_6.377498_2_bacA	822	145	bacA	95.24	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	unclassified
NODE_2072_length_8355_cov_7.562289_5_emrA	1173	199	emrA	86.67	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_2072_length_8355_cov_7.562289_6_emrR	531	69	emrR	91.43	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_2578_length_6930_cov_42.331055_6_aadS	864	551	aadS	100.0	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)	100.00	unclassified
NODE_2809_length_6407_cov_5.684509_3_marA	381	64	marA	93.55	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	99.21	unclassified
NODE_2914_length_6239_cov_14.849935_1_APH6Id	837	306	APH(6)-Id	99.28	aminoglycoside antibiotic	antibiotic inactivation	APH(6)	100.00	unclassified
NODE_2914_length_6239_cov_14.849935_2_APH3Ib	804	266	APH(3'')-Ib	99.25	aminoglycoside antibiotic	antibiotic inactivation	APH(3'')	100.00	unclassified
NODE_2914_length_6239_cov_14.849935_3_sul2	816	211	sul2	100.0	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	100.00	unclassified
NODE_3010_length_6053_cov_8.476992_7_CMH2	1146	143	CMH-2	99.21	cephalosporin	antibiotic inactivation	CMH beta-lactamase	100.00	unclassified
NODE_3443_length_5354_cov_4.894131_1_Klebsiella_pneumoniae_KpnF	330	35	Klebsiella pneumoniae KpnF	87.16	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	unclassified
NODE_3537_length_5222_cov_14.123669_2_tetA	1200	315	tet(A)	98.48	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	94.10	unclassified
NODE_4516_length_4184_cov_2.354081_2_emrR	531	22	emrR	93.14	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_4579_length_4120_cov_2.845264_3_CRP	633	67	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_5546_length_3424_cov_13.966756_3_Mrx	1239	233	Mrx	100.0	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	unclassified
NODE_5546_length_3424_cov_13.966756_4_mphA	906	192	mphA	99.67	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	unclassified
NODE_5957_length_3213_cov_5.954402_2_oqxA	1176	114	oqxA	91.3	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_5961_length_3212_cov_4.530884_4_sul1	840	51	sul1	100.0	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	100.00	unclassified
NODE_6243_length_3079_cov_163.713624_1_nimJ	498	1478	nimJ	97.58	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	100.00	unclassified
NODE_6572_length_2937_cov_4.939278_3_catA1	660	86	catA1	100.0	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	100.00	unclassified
NODE_7565_length_2576_cov_9.010313_1_tetW	1920	264	tet(W)	99.22	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	unclassified
NODE_7702_length_2539_cov_6.207729_4_CMY141	1146	90	CMY-141	100.0	cephamycin	antibiotic inactivation	CMY beta-lactamase	100.00	unclassified
NODE_9667_length_2075_cov_2.993564_1_eptB	1692	533	eptB	90.07	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	98.08	unclassified
NODE_10814_length_1859_cov_2.426275_1_Klebsiella_pneumoniae_KpnF	330	43	Klebsiella pneumoniae KpnF	89.91	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	unclassified
NODE_10814_length_1859_cov_2.426275_2_Klebsiella_pneumoniae_KpnE	363	106	Klebsiella pneumoniae KpnE	85.0	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	unclassified
NODE_11187_length_1797_cov_6.154994_2_aadA5	789	72	aadA5	100.0	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.00	unclassified
NODE_12005_length_1689_cov_2.678703_1_OXA1	831	44	OXA-1	100.0	cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase; OXA-1-like beta-lactamase	100.00	unclassified
NODE_12121_length_1674_cov_2.363805_2_DHA1	1140	38	DHA-1	99.47	cephalosporin; cephamycin	antibiotic inactivation	DHA beta-lactamase	100.00	unclassified
NODE_13901_length_1485_cov_358.261538_1_ErmF	801	4369	ErmF	99.25	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_14000_length_1475_cov_3.866197_2_ErmB	738	58	ErmB	97.96	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	unclassified
NODE_16616_length_1248_cov_874.172674_1_CfxA6	996	8092	CfxA6	98.79	cephamycin	antibiotic inactivation	CfxA beta-lactamase	100.00	unclassified
NODE_16888_length_1227_cov_9.119454_1_Shigella_flexneri_acrA	1182	199	Shigella flexneri acrA	86.01	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.99	unclassified
NODE_17270_length_1201_cov_2.125654_2_dfrA1	474	24	dfrA1	99.36	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	unclassified
NODE_18776_length_1108_cov_42.100665_1_TEM1	861	614	TEM-1	100.0	monobactam; cephalosporin; penam; penem	antibiotic inactivation	TEM beta-lactamase	100.00	unclassified
NODE_20048_length_1042_cov_3.712259_1_dfrA14	475	29	dfrA14	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	96.82	unclassified
NODE_34630_length_603_cov_1.673358_2_fosA5	396	13	fosA5	100.0	fluoroquinolone antibiotic; aminoglycoside antibiotic; phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	94.96	unclassified
NODE_1263_length_12709_cov_6.053738_7_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	1539	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	93.74	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	unclassified
NODE_4485_length_4206_cov_2.668032_3_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	505	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	95.46	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	unclassified
NODE_16589_length_1250_cov_7.468619_1_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	928	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	92.62	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	unclassified
NODE_2809_length_6407_cov_5.684509_2_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	80	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	86.11	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_4763_length_3961_cov_5.754224_2_baeR	723	74	baeR	99.17	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
