ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Klebsiella_pneumoniae_41_length_82902_cov_54.867623_58_CRP	633	608	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_61_length_65385_cov_27.042293_40_acrD	3114	3173	acrD	91.22	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_66_length_63868_cov_23.031906_9_Escherichia_coli_mdfA	1233	1868	Escherichia coli mdfA	85.61	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_70_length_63399_cov_15.620201_21_Klebsiella_pneumoniae_KpnE	363	254	Klebsiella pneumoniae KpnE	99.17	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_70_length_63399_cov_15.620201_22_Klebsiella_pneumoniae_KpnF	330	122	Klebsiella pneumoniae KpnF	100.0	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_148_length_31689_cov_34.037871_8_Klebsiella_pneumoniae_KpnH	1539	2335	Klebsiella pneumoniae KpnH	94.02	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_148_length_31689_cov_34.037871_9_Klebsiella_pneumoniae_KpnG	1173	1923	Klebsiella pneumoniae KpnG	99.74	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_148_length_31689_cov_34.037871_10_emrR	531	673	emrR	92.57	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_214_length_20147_cov_20.537378_11_mdtB	3123	2998	mdtB	90.1	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_214_length_20147_cov_20.537378_12_mdtC	3078	4533	mdtC	91.61	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_227_length_19019_cov_25.148703_6_MdtQ	1440	508	MdtQ	99.79	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic	Outer Membrane Porin (Opr)	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_257_length_16781_cov_3.719359_5_oqxA	1176	1292	oqxA	99.74	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_257_length_16781_cov_3.719359_6_oqxB	3153	3538	oqxB	99.71	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_340_length_12910_cov_8.160016_12_FosA2	426	91	FosA2	96.38	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_487_length_9201_cov_75.946971_1_rsmA	186	0	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_576_length_7748_cov_41.795918_2_fosA5	420	269	fosA5	99.28	fluoroquinolone antibiotic; aminoglycoside antibiotic; phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_481_length_9261_cov_51.508364_1_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	1409	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	95.03	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Klebsiella pneumoniae
Klebsiella_pneumoniae_96_length_47201_cov_22.377063_3_baeR	723	899	baeR	93.75	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella pneumoniae
NODE_33_length_91219_cov_285.868929_75_CRP	633	2709	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_40_length_83072_cov_248.167279_22_CMH2	1146	4157	CMH-2	99.21	cephalosporin	antibiotic inactivation	CMH beta-lactamase	100.00	unclassified
NODE_151_length_30986_cov_11.163978_23_acrB	3150	6381	acrB	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_151_length_30986_cov_11.163978_24_Escherichia_coli_acrA	1194	338	Escherichia coli acrA	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_175_length_26596_cov_8.942353_14_mdtM	1233	97	mdtM	100.0	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_215_length_20032_cov_7.280873_16_Escherichia_coli_emrE	333	52	Escherichia coli emrE	98.18	macrolide antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	unclassified
NODE_230_length_18832_cov_5.192842_7_tetM	1920	160	tet(M)	98.59	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	unclassified
NODE_273_length_15777_cov_6.604567_11_mdtH	1209	590	mdtH	99.75	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_287_length_15007_cov_342.317483_16_QnrS1	657	4744	QnrS1	100.0	fluoroquinolone antibiotic	antibiotic target protection	quinolone resistance protein (qnr)	100.00	unclassified
NODE_299_length_14381_cov_14.966774_8_CRP	633	210	CRP	99.52	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_321_length_13496_cov_9.954542_7_acrD	3114	3312	acrD	99.9	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_355_length_12157_cov_17.419848_4_eptA	1644	670	eptA	99.45	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	unclassified
NODE_391_length_11378_cov_12.621037_6_evgS	3594	793	evgS	97.49	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_391_length_11378_cov_12.621037_7_evgA	615	170	evgA	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_397_length_11262_cov_8.579459_5_Escherichia_coli_mdfA	1233	706	Escherichia coli mdfA	96.83	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_439_length_10102_cov_6.624365_6_marA	384	341	marA	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	unclassified
NODE_456_length_9734_cov_7.250852_2_kdpE	678	120	kdpE	100.0	aminoglycoside antibiotic	antibiotic efflux	kdpDE	100.00	unclassified
NODE_475_length_9394_cov_18.730057_6_EC19	1134	352	EC-19	99.73	cephalosporin	antibiotic inactivation	EC beta-lactamase	100.00	unclassified
NODE_484_length_9240_cov_18.567447_5_AcrS	663	210	AcrS	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_484_length_9240_cov_18.567447_6_AcrE	1158	405	AcrE	99.22	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_484_length_9240_cov_18.567447_7_AcrF	3105	2484	AcrF	99.52	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_507_length_8856_cov_8.298489_6_mdtG	1227	379	mdtG	100.0	phosphonic acid antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_511_length_8745_cov_403.507825_2_CTXM15	876	4379	CTX-M-15	100.0	cephalosporin; penam	antibiotic inactivation	CTX-M beta-lactamase	100.00	unclassified
NODE_552_length_8043_cov_16.429519_3_TolC	1489	3098	TolC	100.0	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	99.60	unclassified
NODE_602_length_7420_cov_5.498574_3_ugd	1167	243	ugd	99.48	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	unclassified
NODE_604_length_7413_cov_19.801169_1_gadW	729	291	gadW	96.28	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_604_length_7413_cov_19.801169_3_mdtF	3114	908	mdtF	99.71	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_604_length_7413_cov_19.801169_4_mdtE	1158	357	mdtE	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_654_length_6772_cov_16.768200_7_cpxA	1374	2881	cpxA	100.0	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_690_length_6439_cov_7.729323_2_msbA	1749	1077	msbA	100.0	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	unclassified
NODE_801_length_5526_cov_15.163041_4_mdtP	1467	329	mdtP	98.16	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_803_length_5497_cov_12.124770_2_emrB	1539	1688	emrB	99.8	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_810_length_5463_cov_5.986501_4_YojI	1644	513	YojI	99.63	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	unclassified
NODE_853_length_5232_cov_2.638980_6_DHA1	1140	45	DHA-1	100.0	cephalosporin; cephamycin	antibiotic inactivation	DHA beta-lactamase	100.00	unclassified
NODE_999_length_4428_cov_17.000686_1_mphA	906	299	mphA	100.0	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	unclassified
NODE_999_length_4428_cov_17.000686_2_Mrx	1239	271	Mrx	100.0	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	unclassified
NODE_1019_length_4340_cov_13.230105_3_tetA	1200	218	tet(A)	98.48	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	94.10	unclassified
NODE_1072_length_4171_cov_7.334305_5_ErmB	738	120	ErmB	97.96	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	unclassified
NODE_1119_length_3996_cov_2.835828_1_mphE	885	37	mphE	100.0	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	unclassified
NODE_1119_length_3996_cov_2.835828_2_msrE	1476	69	msrE	100.0	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection	msr-type ABC-F protein	100.00	unclassified
NODE_1132_length_3949_cov_5.551104_2_mdtB	3123	1753	mdtB	99.62	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1243_length_3610_cov_7.854852_3_PmrF	969	997	PmrF	99.38	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	unclassified
NODE_1263_length_3547_cov_62.931271_1_rsmA	186	0	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1381_length_3201_cov_74.815639_2_ErmX	855	681	ErmX	90.14	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_1418_length_3134_cov_10.836635_1_mdtM	1233	85	mdtM	98.54	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_1437_length_3100_cov_7.063383_1_HNS	405	888	H-NS	100.0	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	97.81	unclassified
NODE_1548_length_2877_cov_10.812899_2_emrR	531	784	emrR	99.43	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_1649_length_2706_cov_9.266315_4_AAC3IIe	861	119	AAC(3)-IIe	98.95	aminoglycoside antibiotic	antibiotic inactivation	AAC(3)	100.00	unclassified
NODE_1755_length_2516_cov_15.060544_2_APH6Id	837	128	APH(6)-Id	99.64	aminoglycoside antibiotic	antibiotic inactivation	APH(6)	100.00	unclassified
NODE_1989_length_2186_cov_18.581417_2_OXA1	831	229	OXA-1	100.0	cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase; OXA-1-like beta-lactamase	100.00	unclassified
NODE_2231_length_1929_cov_14.392743_2_mdtN	1032	247	mdtN	99.71	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_2635_length_1614_cov_7.459910_1_aadA5	789	106	aadA5	100.0	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.00	unclassified
NODE_2750_length_1540_cov_4.855892_1_dfrA15	474	40	dfrA15	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	unclassified
NODE_2750_length_1540_cov_4.855892_2_aadA	792	67	aadA	100.0	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.00	unclassified
NODE_2988_length_1402_cov_11.063103_2_dfrA1	474	78	dfrA1	99.36	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	unclassified
NODE_3621_length_1145_cov_3.315596_1_APH3Ia	816	55	APH(3')-Ia	98.52	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100.00	unclassified
NODE_3717_length_1115_cov_16.412264_1_sul1	840	216	sul1	100.0	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	100.00	unclassified
NODE_3957_length_1055_cov_15.823000_1_catA1	660	174	catA1	100.0	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	100.00	unclassified
NODE_4009_length_1038_cov_2.978637_2_dfrA14	475	31	dfrA14	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	96.82	unclassified
NODE_4387_length_949_cov_4.683445_2_arr3	453	38	arr-3	100.0	rifamycin antibiotic	antibiotic inactivation	rifampin ADP-ribosyltransferase (Arr)	100.00	unclassified
NODE_4397_length_947_cov_51.672646_1_TEM243	798	1499	TEM-243	100.0	monobactam; cephalosporin; penam; penem	antibiotic inactivation	TEM beta-lactamase	92.66	unclassified
NODE_33_length_91219_cov_285.868929_47_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	2933	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	97.97	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	unclassified
NODE_74_length_61269_cov_306.123452_42_Escherichia_coli_EFTu_mutants_conferring_resistance_to_Pulvomycin	1185	2388	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	97.97	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	96.33	unclassified
NODE_142_length_32959_cov_249.195265_7_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	6197	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	93.74	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	unclassified
NODE_675_length_6526_cov_15.703446_2_Escherichia_coli_parC_conferring_resistance_to_fluoroquinolones	2259	5422	Escherichia coli parC conferring resistance to fluoroquinolones	99.87	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant parC	100.00	unclassified
NODE_948_length_4690_cov_8.827832_3_Escherichia_coli_GlpT_with_mutation_conferring_resistance_to_fosfomycin	1359	2552	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	99.34	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant GlpT	100.00	unclassified
NODE_1504_length_2962_cov_8.506364_1_Escherichia_coli_gyrA_conferring_resistance_to_fluoroquinolones	2436	5569	Escherichia coli gyrA conferring resistance to fluoroquinolones	99.51	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrA	92.69	unclassified
NODE_151_length_30986_cov_11.163978_25_Escherichia_coli_AcrABTolC_with_AcrR_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime	648	1000	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_439_length_10102_cov_6.624365_5_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	71	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	98.61	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1071_length_4174_cov_13.730517_3_Escherichia_coli_soxR_with_mutation_conferring_antibiotic_resistance	465	321	Escherichia coli soxR with mutation conferring antibiotic resistance	98.7	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1071_length_4174_cov_13.730517_4_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	324	83	Escherichia coli soxS with mutation conferring antibiotic resistance	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	unclassified
NODE_2354_length_1827_cov_1.943567_3_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	324	1061	Escherichia coli soxS with mutation conferring antibiotic resistance	93.46	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	unclassified
