ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Escherichia_coli_D_14_length_28392_cov_2.979991_16_mdtG	1227	82	mdtG	100.0	phosphonic acid antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_30_length_20586_cov_3.389606_18_mdtE	1158	136	mdtE	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_30_length_20586_cov_3.389606_19_mdtF	3114	290	mdtF	99.81	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_30_length_20586_cov_3.389606_21_gadW	729	98	gadW	95.45	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_30_length_20586_cov_3.389606_22_gadX	825	57	gadX	97.08	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_32_length_20191_cov_3.905244_9_eptA	1644	173	eptA	99.63	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia coli D
Escherichia_coli_D_38_length_18088_cov_3.115400_16_Escherichia_coli_mdfA	1233	77	Escherichia coli mdfA	96.83	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_44_length_17165_cov_3.620726_16_mdtP	1467	140	mdtP	99.8	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_49_length_16056_cov_3.352228_5_rsmA	186	25	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_59_length_14249_cov_3.844371_3_Escherichia_coli_acrA	1194	116	Escherichia coli acrA	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_59_length_14249_cov_3.844371_4_acrB	3150	257	acrB	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_85_length_11785_cov_4.356351_5_AcrF	3105	321	AcrF	99.52	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_85_length_11785_cov_4.356351_6_AcrE	1158	118	AcrE	99.48	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_85_length_11785_cov_4.356351_7_AcrS	663	61	AcrS	98.18	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_104_length_10724_cov_2.400600_4_acrD	3081	225	acrD	99.71	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.94	Escherichia coli D
Escherichia_coli_D_106_length_10580_cov_2.970261_11_mdtN	1032	77	mdtN	99.42	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_134_length_8858_cov_2.768261_5_bacA	822	78	bacA	100.0	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	Escherichia coli D
Escherichia_coli_D_162_length_7574_cov_6.918340_7_QnrS1	657	62	QnrS1	100.0	fluoroquinolone antibiotic	antibiotic target protection	quinolone resistance protein (qnr)	100.00	Escherichia coli D
Escherichia_coli_D_168_length_7050_cov_2.580272_6_PmrF	969	50	PmrF	99.69	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia coli D
Escherichia_coli_D_178_length_6603_cov_2.795052_4_emrR	531	46	emrR	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_178_length_6603_cov_2.795052_5_emrA	1173	68	emrA	99.74	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_178_length_6603_cov_2.795052_6_emrB	1539	79	emrB	99.8	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_181_length_6530_cov_3.639382_2_HNS	414	27	H-NS	100.0	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_240_length_5092_cov_2.670240_3_evgA	615	63	evgA	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_242_length_5021_cov_2.598872_6_marA	384	34	marA	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	Escherichia coli D
Escherichia_coli_D_268_length_4537_cov_1.713967_4_YojI	1644	102	YojI	100.0	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_328_length_3560_cov_2.754351_2_msbA	1749	110	msbA	99.83	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_459_length_2235_cov_1.830275_3_Escherichia_coli_emrE	333	20	Escherichia coli emrE	98.18	macrolide antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_620_length_1186_cov_2.005305_1_ugd	1110	75	ugd	93.81	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	95.10	Escherichia coli D
Escherichia_coli_D_236_length_5112_cov_2.598576_3_Escherichia_coli_gyrA_conferring_resistance_to_fluoroquinolones	2628	395	Escherichia coli gyrA conferring resistance to fluoroquinolones	99.77	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrA	100.00	Escherichia coli D
Escherichia_coli_D_59_length_14249_cov_3.844371_2_Escherichia_coli_AcrABTolC_with_AcrR_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime	648	55	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_109_length_10395_cov_3.383849_4_Escherichia_coli_soxR_with_mutation_conferring_antibiotic_resistance	465	57	Escherichia coli soxR with mutation conferring antibiotic resistance	98.7	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_109_length_10395_cov_3.383849_5_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	324	35	Escherichia coli soxS with mutation conferring antibiotic resistance	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	Escherichia coli D
Escherichia_coli_D_242_length_5021_cov_2.598872_5_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	45	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	99.31	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Megamonas_funiformis_176_length_2298_cov_4.087383_2_ErmT	735	44	ErmT	99.18	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	Megamonas funiformis
NODE_131_length_62169_cov_124.542342_6_tet32	1920	4260	tet(32)	98.75	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	unclassified
NODE_1075_length_10194_cov_66.093796_8_tetM	1920	2007	tet(M)	98.9	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	unclassified
NODE_1239_length_8963_cov_118.731477_8_Bifidobacterium_adolescentis_rpoB_mutants_conferring_resistance_to_rifampicin	3561	2695	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	97.98	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	100.00	unclassified
NODE_1462_length_7492_cov_76.974452_6_ErmF	801	843	ErmF	99.25	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_3404_length_3277_cov_27.649907_3_dfrG	498	174	dfrG	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	unclassified
NODE_5055_length_2271_cov_100.867329_3_ErmB	738	1338	ErmB	98.78	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	unclassified
NODE_5212_length_2212_cov_3.894298_3_Mrx	1062	62	Mrx	100.0	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	85.68	unclassified
NODE_5312_length_2176_cov_8.025460_1_TEM1	861	136	TEM-1	100.0	monobactam; cephalosporin; penam; penem	antibiotic inactivation	TEM beta-lactamase	100.00	unclassified
NODE_6195_length_1875_cov_207.358791_1_tetW	1869	6081	tet(W)	98.55	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	97.34	unclassified
NODE_6247_length_1861_cov_225.591362_1_ErmX	855	0	ErmX	90.14	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_6748_length_1728_cov_1.747759_2_ErmA	732	19	ErmA	100.0	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	unclassified
NODE_7738_length_1511_cov_71.358516_2_nimJ	498	680	nimJ	98.79	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	100.00	unclassified
NODE_8512_length_1385_cov_1.552632_1_nimE	513	11	nimE	100.0	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	100.00	unclassified
NODE_11062_length_1076_cov_85.158668_1_CfxA6	963	1333	CfxA6	99.06	cephamycin	antibiotic inactivation	CfxA beta-lactamase	96.68	unclassified
NODE_16062_length_742_cov_3.838428_1_gadX	738	9	gadX	96.73	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	89.42	unclassified
NODE_3372_length_3301_cov_1.951017_4_tetR	624	24	tetR	100.0	tetracycline antibiotic	antibiotic target alteration; antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	99.52	unclassified
