ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
NODE_59_length_53796_cov_148.607897_46_evgA	615	0	evgA	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_59_length_53796_cov_148.607897_47_evgS	3594	1322	evgS	97.33	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_82_length_42091_cov_136.164383_21_kdpE	678	555	kdpE	99.11	aminoglycoside antibiotic	antibiotic efflux	kdpDE	100.00	unclassified
NODE_87_length_40523_cov_164.005782_6_emrB	1539	0	emrB	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_87_length_40523_cov_164.005782_7_emrA	1173	0	emrA	99.74	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_87_length_40523_cov_164.005782_8_emrR	531	0	emrR	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_95_length_38308_cov_129.364207_22_marA	384	0	marA	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	unclassified
NODE_112_length_34517_cov_153.695839_15_TolC	1489	338	TolC	100.0	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	99.60	unclassified
NODE_141_length_29254_cov_120.216001_16_mdtC	3078	1103	mdtC	99.8	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_141_length_29254_cov_120.216001_17_mdtB	3123	1293	mdtB	99.71	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_150_length_27936_cov_149.553710_24_mdtN	1032	0	mdtN	99.71	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_150_length_27936_cov_149.553710_25_mdtO	2052	726	mdtO	98.1	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_150_length_27936_cov_149.553710_26_mdtP	1467	3969	mdtP	99.18	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_154_length_26870_cov_125.376655_6_acrD	3114	0	acrD	99.81	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_158_length_26327_cov_213.565773_18_eptA	1644	6088	eptA	99.63	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	unclassified
NODE_162_length_25870_cov_150.412009_26_mdtN	1032	0	mdtN	99.71	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_162_length_25870_cov_150.412009_27_mdtO	2052	962	mdtO	97.8	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_167_length_24436_cov_123.377958_10_Escherichia_coli_emrE	333	719	Escherichia coli emrE	98.18	macrolide antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	unclassified
NODE_206_length_20439_cov_100.850324_5_marA	384	0	marA	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	unclassified
NODE_208_length_20402_cov_168.527498_14_acrB	3150	8630	acrB	99.9	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_208_length_20402_cov_168.527498_15_Escherichia_coli_acrA	1194	3831	Escherichia coli acrA	99.5	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_212_length_20074_cov_192.133673_13_EC8	1134	3926	EC-8	98.41	cephalosporin	antibiotic inactivation	EC beta-lactamase	100.00	unclassified
NODE_213_length_20042_cov_192.280883_8_cpxA	1374	3871	cpxA	99.78	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_218_length_19478_cov_198.170262_7_AcrF	3105	9834	AcrF	99.42	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_218_length_19478_cov_198.170262_8_AcrE	1158	3533	AcrE	99.48	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_218_length_19478_cov_198.170262_9_AcrS	663	2356	AcrS	97.73	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_233_length_18560_cov_158.986112_3_evgS	3594	974	evgS	97.66	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_233_length_18560_cov_158.986112_4_evgA	615	0	evgA	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_233_length_18560_cov_158.986112_6_emrY	1539	1297	emrY	99.8	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_245_length_17560_cov_114.915967_17_YojI	1644	0	YojI	99.45	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	unclassified
NODE_263_length_16490_cov_127.597079_11_msbA	1749	0	msbA	99.83	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	unclassified
NODE_264_length_16476_cov_125.133792_2_msbA	1749	0	msbA	99.83	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	unclassified
NODE_267_length_15956_cov_144.988932_12_leuO	945	3138	leuO	99.36	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_301_length_13476_cov_134.081663_5_acrD	3114	0	acrD	99.81	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_306_length_13293_cov_157.850959_5_emrB	1539	0	emrB	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_306_length_13293_cov_157.850959_6_emrA	1173	0	emrA	99.74	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_306_length_13293_cov_157.850959_7_emrR	531	0	emrR	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_314_length_13017_cov_93.888829_7_kdpE	678	474	kdpE	99.56	aminoglycoside antibiotic	antibiotic efflux	kdpDE	100.00	unclassified
NODE_333_length_12401_cov_137.932205_5_bacA	822	2142	bacA	99.63	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	unclassified
NODE_338_length_12105_cov_126.674440_13_mdtH	1209	2668	mdtH	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_380_length_10059_cov_99.850560_1_mdtB	3114	1784	mdtB	99.52	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.71	unclassified
NODE_380_length_10059_cov_99.850560_2_mdtC	3078	1516	mdtC	99.61	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_402_length_9087_cov_145.323959_3_mdtG	1227	2767	mdtG	99.75	phosphonic acid antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_427_length_8132_cov_168.129751_2_rsmA	186	768	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_433_length_7980_cov_130.575142_4_PmrF	969	2031	PmrF	99.69	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	unclassified
NODE_441_length_7862_cov_148.257589_6_HNS	414	1051	H-NS	100.0	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_451_length_7449_cov_103.487963_2_YojI	1644	0	YojI	99.45	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	unclassified
NODE_605_length_4067_cov_361.339398_2_ErmB	738	6043	ErmB	97.96	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	unclassified
NODE_1367_length_1488_cov_2.752966_2_QnrS1	597	35	QnrS1	99.5	fluoroquinolone antibiotic	antibiotic target protection	quinolone resistance protein (qnr)	91.28	unclassified
NODE_1800_length_1226_cov_2.466268_1_ANT9Ia	765	27	ANT(9)-Ia	99.61	aminoglycoside antibiotic	antibiotic inactivation	ANT(9)	97.69	unclassified
NODE_2574_length_1004_cov_2.642782_1_AAC3IIe	861	32	AAC(3)-IIe	98.6	aminoglycoside antibiotic	antibiotic inactivation	AAC(3)	100.00	unclassified
NODE_3007_length_904_cov_3.363958_1_dfrA1	459	28	dfrA1	99.34	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	96.82	unclassified
NODE_5068_length_645_cov_3.910169_1_qacEdelta1	348	19	qacEdelta1	100.0	disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_6291_length_559_cov_1.817460_1_Escherichia_coli_emrE	333	13	Escherichia coli emrE	98.18	macrolide antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	unclassified
NODE_19352_length_271_cov_1.296296_1_rsmA	186	5	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_60_length_53518_cov_201.136262_43_Escherichia_coli_cyaA_with_mutation_conferring_resistance_to_fosfomycin	2547	7994	Escherichia coli cyaA with mutation conferring resistance to fosfomycin	99.29	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant cya adenylate cyclase	100.00	unclassified
NODE_69_length_49758_cov_143.661851_11_Escherichia_coli_GlpT_with_mutation_conferring_resistance_to_fosfomycin	1359	665	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	98.89	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant GlpT	100.00	unclassified
NODE_97_length_37911_cov_135.159895_23_Escherichia_coli_GlpT_with_mutation_conferring_resistance_to_fosfomycin	1359	471	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	99.34	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant GlpT	100.00	unclassified
NODE_26_length_76105_cov_176.855122_6_Escherichia_coli_soxR_with_mutation_conferring_antibiotic_resistance	465	354	Escherichia coli soxR with mutation conferring antibiotic resistance	98.7	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_26_length_76105_cov_176.855122_7_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	324	0	Escherichia coli soxS with mutation conferring antibiotic resistance	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	unclassified
NODE_95_length_38308_cov_129.364207_21_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	0	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	98.61	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_141_length_29254_cov_120.216001_13_baeR	723	142	baeR	95.83	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_206_length_20439_cov_100.850324_4_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	0	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	98.61	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_208_length_20402_cov_168.527498_16_Escherichia_coli_AcrABTolC_with_AcrR_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime	648	2037	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	99.07	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_380_length_10059_cov_99.850560_5_baeR	723	256	baeR	95.83	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1672_length_1284_cov_179.710334_1_Escherichia_coli_soxR_with_mutation_conferring_antibiotic_resistance	465	234	Escherichia coli soxR with mutation conferring antibiotic resistance	98.7	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_1672_length_1284_cov_179.710334_2_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	324	0	Escherichia coli soxS with mutation conferring antibiotic resistance	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	unclassified
